teams,playerprofile,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate,AgeNow,yearSinceRetirement,retirementAge
1.FSV Mainz 05,Christian Demirtas,25/05/1984,Right-Back,Retired,01/07/2016,free transfer,01/07/2014,38,6,32
1.FSV Mainz 05,Marco Rose,11/09/1976,Left-Back,Retired,01/07/2011,-,01/07/2010,46,11,35
1.FSV Mainz 05,Benjamin Weigelt,04/09/1982,Left-Back,Retired,01/07/2017,-,17/12/2011,40,5,35
1.FSV Mainz 05,Tamás Bódog,27/09/1970,Centre-Back,Retired,01/07/2008,-,01/07/2007,52,14,38
1.FSV Mainz 05,Mathias Abel,22/06/1981,Centre-Back,Retired,01/07/2013,free transfer,01/07/2008,41,9,32
1.FSV Mainz 05,Nikolce Noveski,28/04/1979,Centre-Back,Retired,01/01/2016,-,01/07/2015,43,6,37
1.FSV Mainz 05,Dimo Wache,01/11/1973,Goalkeeper,Retired,01/11/2012,-,10/08/2012,49,10,39
Eintracht Frankfurt,Dominik Stroh-Engel,27/11/1985,Centre-Forward,FC Memmingen,01/01/2022,free transfer,01/07/2021,37,0,37
Eintracht Frankfurt,Ioannis Amanatidis,03/12/1981,Centre-Forward,Retired,18/07/2011,€1.80m,26/07/2005,40,11,29
Eintracht Frankfurt,Francisco Copado,19/07/1974,Second Striker,Retired,30/03/2009,free transfer,07/01/2009,48,13,35
Eintracht Frankfurt,Alexander Meier,17/01/1983,Second Striker,Retired,28/01/2020,-,16/01/2020,39,2,37
Eintracht Frankfurt,Stefan Lexa,01/11/1976,Right Winger,Retired,01/07/2013,free transfer,01/07/2012,46,9,37
Eintracht Frankfurt,Markus Weissenberger,08/03/1975,Attacking Midfield,Retired,01/01/2011,free transfer,15/07/2010,47,11,36
Eintracht Frankfurt,Benjamin Köhler,04/08/1980,Left Midfield,Retired,01/07/2017,free transfer,01/07/2013,42,5,37
Eintracht Frankfurt,Alexander Schur,23/07/1971,Defensive Midfield,Retired,01/07/2007,free transfer,01/07/2006,51,15,36
Eintracht Frankfurt,Benjamin Huggel,07/07/1977,Defensive Midfield,Retired,01/07/2012,€500Th.,04/07/2007,45,10,35
Eintracht Frankfurt,Christoph Preuß,04/07/1981,Defensive Midfield,Retired,28/01/2010,€500Th.,01/07/2005,41,12,29
Eintracht Frankfurt,Jermaine Jones,03/11/1981,Defensive Midfield,Retired,01/01/2020,-,12/03/2019,41,2,39
Eintracht Frankfurt,Alexander Huber,25/02/1985,Right-Back,Retired,01/07/2017,free transfer,01/07/2016,37,5,32
Eintracht Frankfurt,Marko Rehmer,29/04/1972,Right-Back,Retired,01/07/2007,free transfer,01/07/2005,50,15,35
Eintracht Frankfurt,Patrick Ochs,14/05/1984,Right-Back,Retired,01/04/2019,-,01/07/2017,38,3,35
Eintracht Frankfurt,Andree Wiedener,14/03/1970,Left-Back,Retired,01/01/2006,free transfer,01/01/2002,52,16,36
Eintracht Frankfurt,Christopher Reinhard,19/05/1985,Left-Back,Sparta Bürgel,01/07/2021,free transfer,01/07/2020,37,1,36
Eintracht Frankfurt,Jurica Puljiz,13/12/1979,Centre-Back,Jadran LP,01/01/2011,free transfer,01/07/2010,42,11,31
Eintracht Frankfurt,Daniyel Cimen,19/01/1985,Centre-Back,Groß-Umstadt,01/07/2019,-,01/07/2013,37,3,34
Eintracht Frankfurt,Marco Russ,04/08/1985,Centre-Back,Retired,01/07/2020,€400Th.,01/07/2013,37,2,35
Eintracht Frankfurt,Chris,25/08/1978,Centre-Back,Retired,31/10/2013,free transfer,01/07/2013,44,9,35
Eintracht Frankfurt,Aleksandar Vasoski,21/11/1979,Centre-Back,Retired,01/10/2011,free transfer,01/09/2011,43,11,32
Eintracht Frankfurt,Robert Cue,01/12/1983,Goalkeeper,TG Friedberg II,01/07/2021,free transfer,01/07/2020,38,1,37
Eintracht Frankfurt,Oka Nikolov,25/05/1974,Goalkeeper,Retired,01/07/2014,-,14/03/2014,48,8,40
1. FC Köln,Attila Tököli,14/05/1976,Centre-Forward,Kiskunfélegyház,29/07/2019,-,01/01/2015,46,3,43
1. FC Köln,Thomas Bröker,22/01/1985,Centre-Forward,Retired,01/07/2019,free transfer,12/01/2018,37,3,34
1. FC Köln,Matthias Scherz,14/12/1971,Centre-Forward,Retired,01/07/2013,-,04/12/2012,50,9,41
1. FC Köln,Peter Madsen,26/04/1978,Centre-Forward,Retired,11/07/2012,End of loan,30/06/2012,44,10,34
1. FC Köln,Marco Streller,18/06/1981,Centre-Forward,Retired,01/07/2015,€1.50m,01/07/2007,41,7,34
1. FC Köln,Imre Szabics,22/03/1981,Second Striker,Retired,27/09/2013,free transfer,01/07/2010,41,9,32
1. FC Köln,Albert Streit,28/03/1980,Right Winger,Retired,01/07/2014,free transfer,06/01/2014,42,8,34
1. FC Köln,Denis Epstein,02/07/1986,Left Winger,TSG Balingen II,01/07/2020,free transfer,09/07/2019,36,2,34
1. FC Köln,Anthony Lurling,22/04/1977,Attacking Midfield,Retired,01/07/2016,free transfer,01/07/2014,45,6,39
1. FC Köln,Lukas Podolski,04/06/1985,Attacking Midfield,Górnik Zabrze,06/07/2021,free transfer,20/01/2020,37,1,36
1. FC Köln,Ricardo Cabanas,17/01/1979,Central Midfield,Retired,01/07/2012,€875Th.,01/07/2007,43,10,33
1. FC Köln,Dimitrios Grammozis,08/07/1978,Defensive Midfield,Retired,01/07/2013,free transfer,01/07/2012,44,9,35
1. FC Köln,Sebastian Schindzielorz,21/01/1979,Defensive Midfield,Retired,01/07/2013,free transfer,01/07/2008,43,9,34
1. FC Köln,Evanilson,12/09/1975,Right-Back,Retired,01/05/2013,free transfer,01/01/2013,47,9,38
1. FC Köln,Boris Zivkovic,15/11/1975,Right-Back,Retired,01/12/2009,free transfer,01/07/2009,47,12,35
1. FC Köln,Christian Lell,29/08/1984,Right-Back,Retired,01/07/2016,-,01/09/2015,38,6,32
1. FC Köln,Patrick Weiser,25/12/1971,Left-Back,Retired,01/07/2007,free transfer,29/08/2005,50,15,35
1. FC Köln,Timo Achenbach,03/09/1982,Left-Back,Retired,30/09/2018,free transfer,01/07/2018,40,4,36
1. FC Köln,Konstantinos Konstantinidis,31/08/1972,Centre-Back,Retired,01/07/2008,free transfer,01/07/2007,50,14,36
1. FC Köln,Carsten Cullmann,05/03/1976,Centre-Back,Retired,01/07/2011,-,01/07/2007,46,11,35
1. FC Köln,Marvin Matip,25/09/1985,Centre-Back,SV Hundszell,16/09/2021,-,01/07/2019,37,1,36
1. FC Köln,Alpay Özalan,29/05/1973,Centre-Back,Retired,01/07/2008,-,30/07/2005,49,14,35
1. FC Köln,Alexander Bade,25/08/1970,Goalkeeper,Retired,01/07/2009,-,01/09/2008,52,13,39
1. FC Köln,Stefan Wessels,28/02/1979,Goalkeeper,Retired,01/07/2012,-,27/01/2011,43,10,33
Hannover 96,Vahid Hashemian,21/07/1976,Centre-Forward,Retired,01/07/2012,-,01/12/2010,46,10,36
Hannover 96,Thomas Brdaric,23/01/1975,Centre-Forward,Retired,01/07/2008,€1.80m,01/07/2005,47,14,33
Hannover 96,Jiri Stajner,27/05/1976,Second Striker,FK Nova Ves,01/07/2022,free transfer,01/01/2020,46,0,46
Hannover 96,Daniel Stendel,04/04/1974,Right Winger,Retired,01/07/2008,free transfer,01/07/2007,48,14,34
Hannover 96,Markus Weck,17/02/1984,Attacking Midfield,SVE Hiddestorf,01/01/2010,free transfer,01/07/2009,38,12,26
Hannover 96,Hendrik Hahne,15/04/1986,Attacking Midfield,TSV Bemerode,01/08/2014,-,01/07/2012,36,8,28
Hannover 96,Ferhat Bikmaz,06/07/1988,Defensive Midfield,OSV Hannover,01/07/2022,-,01/11/2020,34,0,34
Hannover 96,Bastian Schulz,10/07/1985,Defensive Midfield,Retired,03/01/2018,free transfer,01/07/2016,37,4,33
Hannover 96,Christoph Dabrowski,01/07/1978,Defensive Midfield,Retired,01/07/2013,free transfer,01/07/2006,44,9,35
Hannover 96,Altin Lala,18/11/1975,Defensive Midfield,Retired,15/10/2012,free transfer,01/07/2012,47,10,37
Hannover 96,Hanno Balitsch,02/01/1981,Defensive Midfield,Retired,01/07/2016,free transfer,01/07/2015,41,6,35
Hannover 96,Steven Cherundolo,19/02/1979,Right-Back,Retired,19/03/2014,free transfer,01/01/1999,43,8,35
Hannover 96,Michael Tarnat,27/10/1969,Left-Back,Retired,01/07/2009,free transfer,01/07/2004,53,13,40
Hannover 96,Moritz Marheineke,20/02/1985,Centre-Back,Retired,01/07/2018,free transfer,26/07/2008,37,4,33
Hannover 96,Jonas Troest,04/03/1985,Centre-Back,Retired,01/07/2022,free transfer,01/07/2016,37,0,37
Hannover 96,Vinícius,31/07/1980,Centre-Back,Retired,01/11/2011,-,01/01/2011,42,11,31
Hannover 96,Dariusz Zuraw,14/11/1972,Centre-Back,Retired,01/07/2011,free transfer,01/07/2009,50,11,39
Hannover 96,Jörg Sievers,22/09/1965,Goalkeeper,Retired,01/07/2003,?,01/07/1989,57,19,38
Hannover 96,Morten Jensen,20/09/1987,Goalkeeper,Retired,01/07/2018,free transfer,01/07/2016,35,4,31
Borussia Mönchengladbach,Giovane Elber,23/07/1972,Centre-Forward,Retired,01/09/2006,free transfer,01/01/2006,50,16,34
Borussia Mönchengladbach,Vaclav Sverkos,01/11/1983,Centre-Forward,Retired,23/10/2014,free transfer,01/08/2011,39,8,31
Borussia Mönchengladbach,Nando Rafael,10/01/1984,Centre-Forward,Union Niederrad,13/09/2021,-,01/02/2020,38,1,37
Borussia Mönchengladbach,Marek Heinz,04/08/1977,Centre-Forward,Retired,01/07/2016,?,01/07/2015,45,6,39
Borussia Mönchengladbach,Wesley Sonck,09/08/1978,Centre-Forward,Retired,01/07/2014,-,01/01/2014,44,8,36
Borussia Mönchengladbach,Oliver Neuville,01/05/1973,Centre-Forward,Retired,01/02/2011,free transfer,01/07/2010,49,11,38
Borussia Mönchengladbach,Marcell Jansen,04/11/1985,Centre-Forward,HSV III,30/01/2018,-,07/07/2015,37,4,33
Borussia Mönchengladbach,Krisztián Lisztes,02/07/1976,Attacking Midfield,Retired,01/01/2015,free transfer,07/01/2013,46,7,39
Borussia Mönchengladbach,Thomas Broich,29/01/1981,Attacking Midfield,Retired,04/08/2017,free transfer,01/07/2010,41,5,36
Borussia Mönchengladbach,Christian Ziege,01/02/1972,Left Midfield,Retired,01/01/2006,free transfer,01/07/2004,50,16,34
Borussia Mönchengladbach,Ivo Ulich,05/09/1974,Central Midfield,Retired,01/07/2008,free transfer,01/01/2006,48,14,34
Borussia Mönchengladbach,Robert Fleßers,11/02/1987,Defensive Midfield,Retired,01/07/2020,free transfer,01/07/2018,35,2,33
Borussia Mönchengladbach,Eugen Polanski,17/03/1986,Defensive Midfield,Retired,01/07/2018,€3.00m,25/01/2013,36,4,32
Borussia Mönchengladbach,Peer Kluge,22/11/1980,Defensive Midfield,Retired,01/07/2016,free transfer,01/07/2014,42,6,36
Borussia Mönchengladbach,Tobias Levels,22/11/1986,Right-Back,Retired,01/07/2018,-,26/08/2017,36,4,32
Borussia Mönchengladbach,Filip Daems,31/10/1978,Left-Back,Retired,01/07/2017,free transfer,01/07/2015,44,5,39
Borussia Mönchengladbach,Hassan El Fakiri,18/04/1977,Left-Back,Retired,01/01/2018,free transfer,01/01/2015,45,4,41
Borussia Mönchengladbach,Marvin Compper,14/06/1985,Centre-Back,Retired,01/08/2020,free transfer,02/07/2019,37,2,35
Borussia Mönchengladbach,Milan Fukal,16/05/1975,Centre-Back,Retired,01/07/2018,free transfer,01/07/2013,47,4,43
Borussia Mönchengladbach,Bo Svensson,04/08/1979,Centre-Back,Retired,01/07/2014,€350Th.,01/07/2007,43,8,35
Borussia Mönchengladbach,Darius Kampa,16/01/1977,Goalkeeper,Retired,01/07/2011,free transfer,01/07/2007,45,11,34
1.FC Nuremberg,Markus Schroth,25/01/1975,Centre-Forward,Retired,01/07/2009,free transfer,01/07/2007,47,13,34
1.FC Nuremberg,Stefan Kießling,25/01/1984,Centre-Forward,Retired,01/07/2018,€6.50m,01/07/2006,38,4,34
1.FC Nuremberg,Samuel Slovak,17/10/1975,Attacking Midfield,Retired,01/10/2010,free transfer,01/01/2006,47,12,35
1.FC Nuremberg,Sezer Öztürk,03/11/1985,Attacking Midfield,Retired,08/10/2015,End of loan,30/06/2015,37,7,30
1.FC Nuremberg,Marek Mintal,02/09/1977,Attacking Midfield,Retired,01/07/2016,-,23/09/2015,45,6,39
1.FC Nuremberg,Martin Klarer,19/04/1982,Central Midfield,Retired,01/07/2012,free transfer,01/08/2007,40,10,30
1.FC Nuremberg,Adel Chedli,16/09/1976,Central Midfield,Retired,01/07/2013,free transfer,20/07/2012,46,9,37
1.FC Nuremberg,Jan Kristiansen,04/08/1981,Central Midfield,Graesrödderne,01/08/2020,-,01/07/2016,41,2,39
1.FC Nuremberg,Sebastian Szikal,17/11/1986,Defensive Midfield,Retired,01/07/2019,free transfer,01/07/2016,36,3,33
1.FC Nuremberg,Maik Wagefeld,25/02/1981,Defensive Midfield,Retired,01/07/2014,free transfer,01/07/2011,41,8,33
1.FC Nuremberg,Jaouhar Mnari,08/11/1976,Defensive Midfield,Retired,01/07/2011,free transfer,01/07/2010,46,11,35
1.FC Nuremberg,Mario Cantaluppi,11/04/1974,Defensive Midfield,Retired,01/11/2010,free transfer,01/07/2010,48,12,36
1.FC Nuremberg,Jan Polak,14/03/1981,Defensive Midfield,Retired,01/08/2020,free transfer,07/08/2018,41,2,39
1.FC Nuremberg,Benjamin Lense,30/11/1978,Right-Back,Retired,01/07/2011,free transfer,01/07/2010,43,11,32
1.FC Nuremberg,Dominik Reinhardt,19/12/1984,Right-Back,Retired,24/08/2017,-,30/01/2016,37,5,32
1.FC Nuremberg,Michael Kammermeyer,14/01/1986,Centre-Back,Retired,01/07/2020,-,01/07/2019,36,2,34
1.FC Nuremberg,Bartosz Bosacki,20/12/1975,Centre-Back,Retired,01/07/2011,free transfer,01/01/2006,46,11,35
1.FC Nuremberg,Thomas Paulus,14/03/1982,Centre-Back,Retired,01/07/2017,free transfer,01/07/2015,40,5,35
1.FC Nuremberg,Andreas Wolf,12/06/1982,Centre-Back,Retired,03/07/2014,€1.50m,23/01/2012,40,8,32
1.FC Nuremberg,Marek Nikl,20/02/1976,Centre-Back,Retired,01/07/2012,free transfer,01/09/2007,46,10,36
1.FC Nuremberg,Javier Pinola,24/02/1983,Centre-Back,River Plate,01/07/2017,free transfer,01/07/2015,39,5,34
1.FC Nuremberg,Philipp Tschauner,03/11/1985,Goalkeeper,Retired,01/07/2022,€350Th.,30/07/2019,37,0,37
1.FC Nuremberg,Daniel Klewer,04/03/1977,Goalkeeper,Retired,01/07/2011,free transfer,01/07/2004,45,11,34
1.FC Nuremberg,Raphael Schäfer,30/01/1979,Goalkeeper,Retired,01/07/2017,€500Th.,01/07/2008,43,5,38
VfL Wolfsburg,Steve Marlet,10/01/1974,Centre-Forward,Retired,01/07/2012,free transfer,01/07/2011,48,10,38
VfL Wolfsburg,Rick Hoogendorp,12/01/1975,Centre-Forward,Retired,01/07/2010,free transfer,01/07/2009,47,12,35
VfL Wolfsburg,Diego Klimowicz,06/07/1974,Centre-Forward,Retired,01/07/2011,-,24/12/2010,48,11,37
VfL Wolfsburg,Martin Petrov,15/01/1979,Left Winger,Retired,01/07/2014,-,29/10/2013,43,8,35
VfL Wolfsburg,Andrés D'Alessandro,15/04/1981,Attacking Midfield,Retired,18/04/2022,free transfer,08/01/2022,41,0,41
VfL Wolfsburg,Levan Tskitishvili,10/10/1976,Left Midfield,Retired,01/07/2009,free transfer,01/01/2009,46,13,33
VfL Wolfsburg,Cédric Makiadi,23/02/1984,Central Midfield,Retired,01/07/2016,free transfer,27/08/2015,38,6,32
VfL Wolfsburg,Miroslav Karhan,21/06/1976,Central Midfield,Retired,01/07/2016,-,01/07/2014,46,6,40
VfL Wolfsburg,Karsten Fischer,27/05/1984,Defensive Midfield,Retired,01/07/2018,free transfer,01/07/2017,38,4,34
VfL Wolfsburg,Marian Hristov,29/07/1973,Defensive Midfield,Retired,01/07/2010,-,01/07/2008,49,12,37
VfL Wolfsburg,Christopher Lamprecht,22/04/1985,Right-Back,VfR K'lautern,01/07/2017,-,01/07/2014,37,5,32
VfL Wolfsburg,Thomas Rytter,06/01/1974,Right-Back,Retired,01/08/2008,-,01/12/2007,48,14,34
VfL Wolfsburg,Alex,06/09/1979,Right-Back,Retired,01/07/2013,free transfer,01/07/2009,43,9,34
VfL Wolfsburg,Bojan Neziri,26/02/1982,Left-Back,Retired,01/07/2011,-,01/02/2011,40,11,29
VfL Wolfsburg,Hans Sarpei,28/06/1976,Left-Back,Retired,01/07/2012,€400Th.,01/08/2010,46,10,36
VfL Wolfsburg,Peter Van der Heyden,16/07/1976,Left-Back,Retired,01/07/2016,-,12/10/2012,46,6,40
VfL Wolfsburg,Facundo Quiroga,10/01/1978,Centre-Back,Retired,01/07/2013,free transfer,01/08/2011,44,9,35
VfL Wolfsburg,André Lenz,19/11/1973,Goalkeeper,Retired,01/07/2012,free transfer,01/07/2004,49,10,39
VfL Wolfsburg,Simon Jentzsch,04/05/1976,Goalkeeper,Retired,01/07/2013,-,01/07/2009,46,9,37
VfB Stuttgart,Cacau,27/03/1981,Centre-Forward,Retired,01/07/2016,-,01/02/2016,41,6,35
VfB Stuttgart,Mario Gómez,10/07/1985,Centre-Forward,Retired,01/07/2020,€3.00m,01/01/2018,37,2,35
VfB Stuttgart,Danijel Ljuboja,04/09/1978,Centre-Forward,Retired,09/08/2014,free transfer,19/07/2013,44,8,36
VfB Stuttgart,Jon Dahl Tomasson,29/08/1976,Centre-Forward,Retired,01/07/2011,free transfer,01/07/2008,46,11,35
VfB Stuttgart,Jesper Grönkjaer,12/08/1977,Left Winger,Retired,01/07/2011,€2.00m,01/07/2006,45,11,34
VfB Stuttgart,Horst Heldt,09/12/1969,Attacking Midfield,Retired,03/01/2006,free transfer,01/01/2003,52,16,36
VfB Stuttgart,Mario Carevic,29/03/1982,Left Midfield,Retired,01/01/2015,-,17/01/2014,40,7,33
VfB Stuttgart,Daniel Bierofka,07/02/1979,Left Midfield,Retired,31/12/2014,-,01/07/2014,43,7,36
VfB Stuttgart,Christian Gentner,14/08/1985,Central Midfield,FC Luzern,01/07/2021,-,01/01/2023,37,1,36
VfB Stuttgart,Thomas Hitzlsperger,05/04/1982,Central Midfield,Retired,01/07/2013,-,19/10/2012,40,9,31
VfB Stuttgart,Bernd Nehrig,28/09/1986,Defensive Midfield,Retired,01/07/2022,free transfer,02/09/2020,36,0,36
VfB Stuttgart,Zvonimir Soldo,02/11/1967,Defensive Midfield,Retired,01/07/2006,€1.00m,01/07/1996,55,16,39
VfB Stuttgart,Tobias Rathgeb,03/05/1982,Defensive Midfield,Retired,01/07/2017,free transfer,01/01/2010,40,5,35
VfB Stuttgart,Silvio Meißner,19/01/1973,Defensive Midfield,Retired,01/07/2008,End of loan,30/06/2007,49,14,35
VfB Stuttgart,Christian Tiffert,18/02/1982,Defensive Midfield,Retired,01/07/2019,free transfer,29/01/2019,40,3,37
VfB Stuttgart,Andreas Hinkel,26/03/1982,Right-Back,Retired,01/07/2012,-,06/10/2011,40,10,30
VfB Stuttgart,Heiko Gerber,11/07/1972,Left-Back,Retired,01/07/2010,free transfer,01/07/2009,50,12,38
VfB Stuttgart,Ludovic Magnin,20/04/1979,Left-Back,Retired,17/09/2012,free transfer,01/01/2010,43,10,33
VfB Stuttgart,Marcel Schuon,28/04/1985,Centre-Back,TSV Haiterbach,01/07/2016,?,01/09/2012,37,6,31
VfB Stuttgart,Markus Babbel,08/09/1972,Centre-Back,Retired,01/07/2007,free transfer,16/07/2004,50,15,35
VfB Stuttgart,Matthieu Delpierre,26/04/1981,Centre-Back,Retired,01/07/2016,free transfer,07/07/2014,41,6,35
VfB Stuttgart,Fernando Meira,05/06/1978,Centre-Back,Retired,01/02/2012,free transfer,01/08/2011,44,10,34
VfB Stuttgart,Michael Langer,06/01/1985,Goalkeeper,FC Schalke 04,04/08/2017,?,21/07/2016,37,5,32
VfB Stuttgart,Dirk Heinen,03/12/1970,Goalkeeper,Retired,01/07/2008,-,01/01/2008,51,14,37
VfB Stuttgart,Timo Hildebrand,05/04/1979,Goalkeeper,Retired,01/01/2015,-,25/09/2014,43,7,36
Hertha BSC,Marko Pantelic,15/09/1978,Centre-Forward,Retired,01/07/2013,free transfer,01/07/2010,44,9,35
Hertha BSC,Ashkan Dejagah,05/07/1986,Right Winger,Foolad,19/07/2022,free transfer,17/08/2021,36,0,36
Hertha BSC,Ellery Cairo,03/08/1978,Right Winger,Retired,01/07/2013,free transfer,09/07/2012,44,9,35
Hertha BSC,Christian Müller,28/02/1984,Attacking Midfield,TuS Lockhausen,01/07/2020,-,14/02/2020,38,2,36
Hertha BSC,Kevin-Prince Boateng,06/03/1987,Attacking Midfield,Hertha BSC,01/07/2021,-,01/07/2023,35,1,34
Hertha BSC,Marcelinho Paraíba,17/05/1975,Attacking Midfield,Retired,06/12/2020,-,27/11/2020,47,1,46
Hertha BSC,Ante Covic,31/08/1975,Right Midfield,Retired,01/07/2010,-,01/07/2003,47,12,35
Hertha BSC,Sejad Salihovic,08/10/1984,Central Midfield,Retired,01/07/2021,-,28/01/2021,38,1,37
Hertha BSC,Andreas Neuendorf,09/02/1975,Central Midfield,Retired,01/07/2014,free transfer,01/07/2010,47,8,39
Hertha BSC,Andreas Schmidt,14/09/1973,Defensive Midfield,Retired,01/07/2008,-,01/07/2005,49,14,35
Hertha BSC,Pál Dárdai,16/03/1976,Defensive Midfield,Retired,01/07/2012,-,01/01/2011,46,10,36
Hertha BSC,Oliver Schröder,11/06/1980,Defensive Midfield,Retired,01/07/2017,free transfer,01/07/2015,42,5,37
Hertha BSC,Niko Kovac,15/10/1971,Defensive Midfield,Retired,01/07/2009,free transfer,01/07/2006,51,13,38
Hertha BSC,Pascal Bieler,26/02/1986,Left-Back,Retired,24/11/2016,free transfer,01/07/2016,36,6,30
Hertha BSC,Malik Fathi,29/10/1983,Left-Back,Retired,01/07/2018,-,30/01/2015,39,4,35
Hertha BSC,Christopher Samba,28/03/1984,Centre-Back,Retired,01/07/2018,-,20/07/2017,38,4,34
Hertha BSC,Alexander Madlung,11/07/1982,Centre-Back,Retired,01/07/2017,-,21/10/2015,40,5,35
Hertha BSC,Dick Van Burik,29/11/1973,Centre-Back,Retired,01/07/2007,€600Th.,01/07/1997,48,15,33
Hertha BSC,Arne Friedrich,29/05/1979,Centre-Back,Retired,23/06/2013,-,07/03/2012,43,9,34
Hertha BSC,Josip Simunic,18/02/1978,Centre-Back,Retired,01/01/2015,free transfer,31/08/2011,44,7,37
Hertha BSC,Kevin Stuhr-Ellegaard,23/05/1983,Goalkeeper,Retired,01/07/2022,-,02/05/2022,39,0,39
Hertha BSC,Gerhard Tremmel,16/11/1978,Goalkeeper,Retired,17/07/2017,End of loan,30/06/2016,44,5,39
Hertha BSC,Christian Fiedler,27/03/1975,Goalkeeper,Retired,01/07/2009,-,01/07/1993,47,13,34
Borussia Dortmund,Marcus Steegmann,04/02/1981,Centre-Forward,Retired,30/01/2016,-,15/09/2015,41,6,35
Borussia Dortmund,Sahr Senesie,20/06/1985,Centre-Forward,Retired,16/06/2015,free transfer,25/07/2013,37,7,30
Borussia Dortmund,Cedric van der Gun,05/05/1979,Centre-Forward,Retired,01/07/2014,-,01/01/2012,43,8,35
Borussia Dortmund,Jan Koller,30/03/1973,Centre-Forward,Retired,01/08/2011,free transfer,01/01/2010,49,11,38
Borussia Dortmund,David Odonkor,21/02/1984,Right Winger,SC West II,08/10/2022,-,26/08/2021,38,0,38
Borussia Dortmund,Delron Buckley,07/12/1977,Left Winger,Retired,15/05/2015,-,01/07/2014,44,7,37
Borussia Dortmund,Matthew Amoah,24/10/1980,attack,Retired,20/09/2017,free transfer,01/07/2016,42,5,37
Borussia Dortmund,Lars Ricken,10/07/1976,Attacking Midfield,Retired,01/02/2009,-,01/01/2008,46,13,33
Borussia Dortmund,Tomas Rosicky,04/10/1980,Attacking Midfield,Retired,20/12/2017,free transfer,30/08/2016,42,4,38
Borussia Dortmund,Mehmet Akgün,06/08/1986,Central Midfield,Retired,01/07/2019,-,28/08/2018,36,3,33
Borussia Dortmund,Nizamettin Caliskan,20/03/1987,Central Midfield,Manisa FK,04/07/2019,-,29/07/2016,35,3,32
Borussia Dortmund,Marc-André Kruska,29/06/1987,Central Midfield,FC Frohlinde,19/07/2019,free transfer,01/07/2018,35,3,32
Borussia Dortmund,Florian Kringe,18/08/1982,Central Midfield,Retired,01/07/2015,free transfer,24/07/2012,40,7,33
Borussia Dortmund,Marcel Großkreutz,05/09/1985,Defensive Midfield,Brünninghausen,01/07/2020,free transfer,01/07/2016,37,2,35
Borussia Dortmund,Nuri Sahin,05/09/1988,Defensive Midfield,Retired,01/07/2022,free transfer,19/08/2020,34,0,34
Borussia Dortmund,Sebastian Kehl,13/02/1980,Defensive Midfield,Retired,01/07/2015,€3.20m,06/01/2002,42,7,35
Borussia Dortmund,Philipp Degen,15/02/1983,Right-Back,Retired,01/07/2016,-,01/11/2011,39,6,33
Borussia Dortmund,Dedê,18/04/1978,Left-Back,Retired,01/07/2014,free transfer,12/08/2011,44,8,36
Borussia Dortmund,Jörn Neumeister,07/05/1987,Centre-Back,Retired,01/07/2011,-,01/07/2005,35,11,24
Borussia Dortmund,Marc Heitmeier,18/03/1985,Centre-Back,Retired,01/07/2017,free transfer,06/07/2016,37,5,32
Borussia Dortmund,Michael Parensen,24/06/1986,Centre-Back,Polar Pinguin,02/02/2021,-,01/07/2020,36,1,35
Borussia Dortmund,Kosi Saka,04/02/1986,Centre-Back,SF Baumberg,28/08/2014,-,11/01/2010,36,8,28
Borussia Dortmund,Uwe Hünemeier,09/01/1986,Centre-Back,SC Paderborn,01/07/2018,€2.70m,12/08/2015,36,4,32
