,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,teams,playerprofile,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
724,724,760,1025,1025,1025,1025,1025,FC Metz,Joris Delle,29/03/1990,Goalkeeper,KV Kortrijk,01/07/2021,-,15/10/2020
725,725,761,1026,1026,1026,1026,1026,FC Metz,Joslain Mayebi,14/10/1986,Goalkeeper,Eding Sport FC,27/02/2019,-,03/10/2018
726,726,762,1028,1028,1028,1028,1028,FC Metz,Christophe Marichez,12/12/1974,Goalkeeper,Retired,01/07/2011,?,29/07/2005
727,727,763,1029,1029,1029,1029,1029,FC Metz,Kossi Agassa,02/07/1978,Goalkeeper,Retired,01/07/2017,-,01/07/2016
728,728,764,1030,1030,1030,1030,1030,FC Metz,Grégory Wimbée,19/08/1971,Goalkeeper,Retired,01/07/2011,free transfer,01/08/2009
729,729,765,1031,1031,1031,1031,1031,Le Mans Union Club 72,Edo,20/05/1984,Centre-Forward,FC Vallorbe,01/01/2019,free transfer,01/02/2017
730,730,766,1032,1032,1032,1032,1032,Le Mans Union Club 72,Cédric Fauré,14/02/1979,Centre-Forward,Retired,01/07/2021,-,01/01/2020
731,731,767,1033,1033,1033,1033,1033,Le Mans Union Club 72,Grafite,02/04/1979,Centre-Forward,Retired,22/01/2018,-,11/08/2017
732,732,768,1034,1034,1034,1034,1034,Le Mans Union Club 72,Ismaël Bangoura,02/01/1985,Centre-Forward,Al-Taraji,29/09/2020,free transfer,05/11/2019
733,733,769,1035,1035,1035,1035,1035,Le Mans Union Club 72,Túlio de Melo,31/01/1985,Centre-Forward,Retired,08/05/2019,-,13/06/2018
734,734,770,1037,1037,1037,1037,1037,Le Mans Union Club 72,James Fanchone,21/02/1980,Right Winger,Retired,01/07/2014,free transfer,01/07/2011
735,735,771,1038,1038,1038,1038,1038,Le Mans Union Club 72,Martin Douillard,20/03/1985,Left Winger,Aurillac-Arpaj.,01/07/2018,free transfer,01/07/2016
736,736,772,1039,1039,1039,1039,1039,Le Mans Union Club 72,Davide Chiumiento,22/11/1984,Attacking Midfield,Retired,01/07/2017,€300Th.,11/07/2012
737,737,773,1040,1040,1040,1040,1040,Le Mans Union Club 72,Daisuke Matsui,11/05/1981,Left Midfield,Yokohama SCC,21/01/2022,-,01/09/2021
738,738,774,1041,1041,1041,1041,1041,Le Mans Union Club 72,Luigi Lavecchia,25/08/1981,Right Midfield,Retired,01/07/2015,?,02/02/2013
739,739,775,1043,1043,1043,1043,1043,Le Mans Union Club 72,Yohan Hautcoeur,30/10/1981,Central Midfield,Retired,01/07/2015,free transfer,09/07/2013
740,740,776,1044,1044,1044,1044,1044,Le Mans Union Club 72,Frédéric Thomas,10/08/1980,Central Midfield,Retired,01/07/2018,-,11/02/2018
741,741,777,1045,1045,1045,1045,1045,Le Mans Union Club 72,Bertrand Ndzomo,18/06/1985,Defensive Midfield,FC Forward,05/07/2019,free transfer,08/07/2018
742,742,778,1050,1050,1050,1050,1050,Le Mans Union Club 72,Laurent Bonnart,25/12/1979,Right-Back,Retired,01/07/2015,free transfer,22/07/2014
743,743,779,1051,1051,1051,1051,1051,Le Mans Union Club 72,Olivier Thomas,06/10/1974,Left-Back,Retired,01/07/2009,free transfer,01/11/2008
744,744,780,1052,1052,1052,1052,1052,Le Mans Union Club 72,Jérémy Choplin,09/02/1985,Centre-Back,G. Ajaccio,03/08/2021,?,12/01/2020
745,745,781,1054,1054,1054,1054,1054,Le Mans Union Club 72,Grégory Cerdan,28/07/1982,Centre-Back,Retired,01/07/2016,-,09/09/2014
746,746,782,1056,1056,1056,1056,1056,Le Mans Union Club 72,Yoann Poulard,01/07/1976,Centre-Back,Retired,01/07/2013,free transfer,01/07/2009
747,747,783,1057,1057,1057,1057,1057,Le Mans Union Club 72,Marko Basa,29/12/1982,Centre-Back,Retired,01/07/2017,€1.50m,01/07/2011
748,748,784,1059,1059,1059,1059,1059,Le Mans Union Club 72,Rodolphe Roche,14/06/1979,Goalkeeper,Retired,01/07/2016,free transfer,19/08/2015
749,749,785,1060,1060,1060,1060,1060,Le Mans Union Club 72,Yohann Pelé,04/11/1982,Goalkeeper,Retired,01/07/2021,free transfer,01/07/2015
750,750,786,1061,1061,1061,1061,1061,OGC Nice,Kamel Larbi,20/02/1985,Centre-Forward,JS Beaulieu,01/08/2018,-,12/01/2017
751,751,787,1064,1064,1064,1064,1064,OGC Nice,David Bellion,27/11/1982,Centre-Forward,Retired,01/07/2016,free transfer,02/07/2014
752,752,788,1065,1065,1065,1065,1065,OGC Nice,Marama Vahirua,12/05/1980,Centre-Forward,Retired,01/07/2020,free transfer,14/09/2017
753,753,789,1066,1066,1066,1066,1066,OGC Nice,Souleymane Camara,22/12/1982,Right Winger,Retired,01/07/2020,€500Th.,01/07/2008
754,754,790,1068,1068,1068,1068,1068,OGC Nice,Mickaël Buscher,11/01/1987,Left Winger,Cap d'Ail,01/07/2020,free transfer,01/07/2018
755,755,791,1069,1069,1069,1069,1069,OGC Nice,Fabien Lamatina,03/07/1985,Left Winger,Retired,01/07/2019,free transfer,01/07/2016
756,756,792,1071,1071,1071,1071,1071,OGC Nice,Sébastien Roudet,16/06/1981,Attacking Midfield,Retired,01/07/2021,-,01/07/2020
757,757,793,1073,1073,1073,1073,1073,OGC Nice,Florent Balmont,02/02/1980,Central Midfield,Retired,01/07/2020,free transfer,08/07/2016
758,758,794,1075,1075,1075,1075,1075,OGC Nice,Roberto Bisconti,21/07/1973,Defensive Midfield,RFC Bressoux,01/07/2018,?,01/07/2012
759,759,795,1076,1076,1076,1076,1076,OGC Nice,Olivier Echouafni,13/09/1972,Defensive Midfield,Retired,01/07/2010,free transfer,29/08/2003
760,760,796,1077,1077,1077,1077,1077,OGC Nice,François Grenet,08/03/1975,Right-Back,Retired,01/07/2008,free transfer,01/07/2006
761,761,797,1078,1078,1078,1078,1078,OGC Nice,Rod Fanni,06/12/1981,Right-Back,Retired,01/01/2021,-,26/08/2019
762,762,798,1079,1079,1079,1079,1079,OGC Nice,Bill Tchato,14/05/1975,Left-Back,Retired,01/07/2012,free transfer,01/07/2011
763,763,799,1081,1081,1081,1081,1081,OGC Nice,Drissa Diakité,18/02/1985,Centre-Back,FC Lucciana,22/09/2020,-,01/07/2019
764,764,800,1083,1083,1083,1083,1083,OGC Nice,Jacques Abardonado,27/05/1978,Centre-Back,Retired,01/07/2014,-,18/11/2013
765,765,801,1084,1084,1084,1084,1084,OGC Nice,Anthar Yahia,21/03/1982,Centre-Back,Retired,01/01/2017,free transfer,04/07/2016
766,766,802,1085,1085,1085,1085,1085,OGC Nice,Cédric Varrault,30/01/1980,Centre-Back,Retired,01/07/2019,free transfer,08/08/2018
767,767,803,1086,1086,1086,1086,1086,OGC Nice,Sammy Traoré,25/02/1976,Centre-Back,Retired,01/07/2011,End of loan,30/06/2008
768,768,804,1088,1088,1088,1088,1088,OGC Nice,Hugo Lloris,26/12/1986,Goalkeeper,Spurs,31/08/2012,€8.50m,01/07/2008
769,769,805,1089,1089,1089,1089,1089,OGC Nice,Damien Grégorini,02/03/1979,Goalkeeper,Retired,01/07/2014,€800Th.,30/01/2007
770,770,806,1090,1090,1090,1090,1090,RC Strasbourg Alsace,Kévin Gameiro,09/05/1987,Centre-Forward,R. Strasbourg,18/07/2021,€16.00m,12/08/2018
771,771,807,1092,1092,1092,1092,1092,RC Strasbourg Alsace,Haykel Gmamdia,22/12/1981,Centre-Forward,Retired,01/07/2012,End of loan,30/06/2011
772,772,808,1094,1094,1094,1094,1094,RC Strasbourg Alsace,Szilard Nemeth,08/08/1977,Second Striker,Retired,01/01/2012,-,01/07/2011
773,773,809,1095,1095,1095,1095,1095,RC Strasbourg Alsace,Mickaël Pagis,17/08/1973,Second Striker,Retired,26/07/2010,€1.20m,06/07/2007
774,774,810,1096,1096,1096,1096,1096,RC Strasbourg Alsace,Yacine Abdessadki,01/01/1981,Right Winger,Retired,01/07/2019,-,01/07/2018
775,775,811,1097,1097,1097,1097,1097,RC Strasbourg Alsace,Amara Diané,19/08/1982,Right Winger,Retired,01/02/2015,-,11/09/2014
776,776,812,1098,1098,1098,1098,1098,RC Strasbourg Alsace,Salim Arrache,14/07/1982,Left Winger,Retired,01/07/2015,-,12/02/2015
777,777,813,1099,1099,1099,1099,1099,RC Strasbourg Alsace,Romain Gasmi,15/02/1987,Attacking Midfield,FC Sélestat,01/07/2021,-,21/02/2018
778,778,814,1100,1100,1100,1100,1100,RC Strasbourg Alsace,Tommy de Jong,06/02/1987,Attacking Midfield,VfR Achern,01/07/2019,free transfer,01/07/2012
779,779,815,1101,1101,1101,1101,1101,RC Strasbourg Alsace,Ahmed Abou-Mosalem,26/07/1981,Left Midfield,Retired,01/07/2014,free transfer,07/10/2013
780,780,816,1102,1102,1102,1102,1102,RC Strasbourg Alsace,Ulrich Le Pen,23/01/1974,Left Midfield,Retired,01/07/2010,free transfer,01/07/2009
781,781,817,1103,1103,1103,1103,1103,RC Strasbourg Alsace,Gaetan Krebs,18/11/1985,Central Midfield,Retired,01/07/2020,free transfer,13/07/2017
782,782,818,1104,1104,1104,1104,1104,RC Strasbourg Alsace,Hosny Abd Rabo,01/11/1984,Central Midfield,Retired,16/01/2019,End of loan,30/06/2013
783,783,819,1105,1105,1105,1105,1105,RC Strasbourg Alsace,Pascal Johansen,28/04/1979,Central Midfield,Retired,01/07/2015,free transfer,03/07/2013
784,784,820,1106,1106,1106,1106,1106,RC Strasbourg Alsace,Pontus Farnerud,04/06/1980,Central Midfield,Retired,01/01/2014,free transfer,01/01/2012
785,785,821,1108,1108,1108,1108,1108,RC Strasbourg Alsace,Ricardo Faty,04/08/1986,Second Yellows,C'Chartres,30/09/2022,?,06/08/2022
786,786,822,1110,1110,1110,1110,1110,RC Strasbourg Alsace,Sidi Keita,20/03/1985,Defensive Midfield,Retired,22/05/2013,-,30/08/2012
787,787,823,1111,1111,1111,1111,1111,RC Strasbourg Alsace,Yves Deroff,29/08/1978,Right-Back,Retired,01/12/2015,?,01/07/2014
788,788,824,1112,1112,1112,1112,1112,RC Strasbourg Alsace,Guillaume Lacour,02/08/1980,Right-Back,Retired,01/07/2016,free transfer,23/07/2013
789,789,825,1113,1113,1113,1113,1113,RC Strasbourg Alsace,Jean-Christophe Vergerolle,12/07/1985,Left-Back,FC Riedisheim,01/07/2021,free transfer,01/07/2020
790,790,826,1115,1115,1115,1115,1115,RC Strasbourg Alsace,Arthur Boka,02/04/1983,Left-Back,Retired,01/07/2022,-,01/01/2022
791,791,827,1116,1116,1116,1116,1116,RC Strasbourg Alsace,Steve Celestini,13/07/1986,Centre-Back,Retired,01/07/2010,End of loan,30/06/2009
792,792,828,1117,1117,1117,1117,1117,RC Strasbourg Alsace,Habib Bellaïd,28/03/1986,Centre-Back,Retired,01/07/2019,?,01/07/2018
793,793,829,1118,1118,1118,1118,1118,RC Strasbourg Alsace,Jean-Christophe Devaux,16/05/1975,Centre-Back,Retired,01/07/2010,-,16/10/2009
794,794,830,1119,1119,1119,1119,1119,RC Strasbourg Alsace,Christian Bassila,05/10/1977,Centre-Back,Retired,01/07/2011,free transfer,01/09/2008
795,795,831,1121,1121,1121,1121,1121,RC Strasbourg Alsace,Karim Haggui,20/01/1984,Centre-Back,Retired,01/07/2018,free transfer,15/08/2016
796,796,832,1122,1122,1122,1122,1122,RC Strasbourg Alsace,Régis Gurtner,08/12/1986,Goalkeeper,Amiens SC,01/07/2015,free transfer,19/09/2014
797,797,833,1123,1123,1123,1123,1123,RC Strasbourg Alsace,Nicolas Puydebois,28/02/1981,Goalkeeper,Retired,01/07/2010,free transfer,01/07/2008
798,798,834,1124,1124,1124,1124,1124,RC Strasbourg Alsace,Stéphane Cassard,11/11/1972,Goalkeeper,Retired,01/07/2011,free transfer,01/08/2010
799,799,835,1126,1126,1126,1126,1126,FC Toulouse,Jean-Louis Akpa Akpro,04/01/1985,Centre-Forward,Flint Town,01/07/2022,-,03/03/2020
800,800,836,1127,1127,1127,1127,1127,FC Toulouse,Santos,20/03/1979,Centre-Forward,Retired,01/07/2016,free transfer,01/07/2015
801,801,837,1128,1128,1128,1128,1128,FC Toulouse,Daniel Moreira,08/08/1977,Second Striker,Retired,01/01/2011,free transfer,14/08/2009
802,802,838,1129,1129,1129,1129,1129,FC Toulouse,Benjamin Psaume,12/01/1985,Right Winger,Le Grau du Roi,01/07/2021,free transfer,29/10/2018
803,803,839,1130,1130,1130,1130,1130,FC Toulouse,Fodé Mansare,03/09/1981,Left Winger,Retired,31/12/2013,free transfer,31/08/2013
804,804,840,1131,1131,1131,1131,1131,FC Toulouse,Bryan Bergougnoux,12/01/1983,Attacking Midfield,Retired,01/07/2019,free transfer,01/08/2018
805,805,841,1132,1132,1132,1132,1132,FC Toulouse,Achille Emaná,05/06/1982,Attacking Midfield,Without Club,01/08/2020,-,01/07/2020
806,806,842,1133,1133,1133,1133,1133,FC Toulouse,Thibault Giresse,25/05/1981,Left Midfield,Retired,01/07/2018,free transfer,01/07/2009
807,807,843,1134,1134,1134,1134,1134,FC Toulouse,Alexandre Bonnet,17/10/1986,Left Midfield,Quevilly Rouen,01/07/2022,?,01/08/2009
808,808,844,1135,1135,1135,1135,1135,FC Toulouse,Kévin Constant,10/05/1987,Central Midfield,Retired,21/01/2020,-,29/05/2019
809,809,845,1136,1136,1136,1136,1136,FC Toulouse,Nabil Taïder,26/05/1983,Central Midfield,Retired,01/07/2018,free transfer,31/01/2017
810,810,846,1137,1137,1137,1137,1137,FC Toulouse,Pantxi Sirieix,07/10/1980,Central Midfield,Retired,01/07/2017,free transfer,01/07/2004
811,811,847,1138,1138,1138,1138,1138,FC Toulouse,Nicolas Dieuze,07/02/1979,Central Midfield,Retired,10/09/2014,-,01/07/2012
812,812,848,1139,1139,1139,1139,1139,FC Toulouse,Laurent Batlles,23/09/1975,Central Midfield,Retired,24/05/2012,free transfer,02/07/2010
813,813,849,1141,1141,1141,1141,1141,FC Toulouse,Albin Ebondo,23/02/1984,Right-Back,Retired,01/07/2012,free transfer,23/07/2010
814,814,850,1142,1142,1142,1142,1142,FC Toulouse,Walid Cherfa,24/02/1986,Left-Back,Toulouse Rodéo,01/07/2019,-,01/07/2017
815,815,851,1145,1145,1145,1145,1145,FC Toulouse,Jérémy Mathieu,29/10/1983,Left-Back,Retired,01/07/2020,free transfer,07/07/2017
816,816,852,1146,1146,1146,1146,1146,FC Toulouse,Issoumaila Dao,27/10/1983,Centre-Back,Retired,01/07/2014,?,01/08/2013
817,817,853,1147,1147,1147,1147,1147,FC Toulouse,Mohamed Fofana,07/03/1985,Centre-Back,Retired,01/07/2018,free transfer,02/07/2016
818,818,854,1148,1148,1148,1148,1148,FC Toulouse,Dominique Arribagé,11/05/1971,Centre-Back,Retired,01/07/2008,free transfer,01/07/2004
819,819,855,1149,1149,1149,1149,1149,FC Toulouse,Daniel Congré,05/04/1985,Centre-Back,Dijon,05/07/2021,€5.00m,01/07/2012
820,820,856,1150,1150,1150,1150,1150,FC Toulouse,Lucien Aubey,24/05/1984,Centre-Back,Retired,01/01/2013,free transfer,18/07/2012
821,821,857,1152,1152,1152,1152,1152,FC Toulouse,Nicolas Douchez,22/04/1980,Goalkeeper,Retired,01/07/2019,free transfer,21/07/2018
822,822,858,1154,1154,1154,1154,1154,FC Sochaux-Montbéliard,Julien Quercia,17/08/1986,Centre-Forward,Thionville Lus.,01/07/2021,free transfer,01/07/2019
823,823,859,1156,1156,1156,1156,1156,FC Sochaux-Montbéliard,Weldon,06/08/1980,Centre-Forward,América FC-SP,01/07/1999,-,01/01/2021
824,824,860,1157,1157,1157,1157,1157,FC Sochaux-Montbéliard,Mohamed Kader,08/04/1979,Centre-Forward,Retired,03/07/2014,-,01/07/2012
825,825,861,1159,1159,1159,1159,1159,FC Sochaux-Montbéliard,Ilan,18/09/1980,Centre-Forward,Retired,01/07/2014,free transfer,12/07/2012
826,826,862,1160,1160,1160,1160,1160,FC Sochaux-Montbéliard,Jérémy Ménez,07/05/1987,Right Winger,Reggina,01/07/2020,-,26/09/2019
827,827,863,1163,1163,1163,1163,1163,FC Sochaux-Montbéliard,Mourad Meghni,16/04/1984,Attacking Midfield,Retired,31/07/2017,-,06/07/2015
828,828,864,1164,1164,1164,1164,1164,FC Sochaux-Montbéliard,Philippe Brunel,28/02/1973,Left Midfield,Retired,01/07/2013,free transfer,01/07/2011
829,829,865,1165,1165,1165,1165,1165,FC Sochaux-Montbéliard,Mickaël Isabey,20/02/1975,Right Midfield,Retired,01/10/2011,free transfer,01/07/2009
830,830,866,1166,1166,1166,1166,1166,FC Sochaux-Montbéliard,Jaouad Zairi,17/04/1982,Right Midfield,Retired,01/07/2017,free transfer,28/02/2017
831,831,867,1168,1168,1168,1168,1168,FC Sochaux-Montbéliard,Benjamin Genghini,16/12/1985,Central Midfield,AS Mutzig,01/07/2022,free transfer,01/07/2020
832,832,868,1171,1171,1171,1171,1171,FC Sochaux-Montbéliard,Fabien Boudarène,05/10/1978,Defensive Midfield,Retired,01/07/2012,free transfer,01/07/2011
833,833,869,1172,1172,1172,1172,1172,FC Sochaux-Montbéliard,Guirane N'Daw,24/04/1984,Defensive Midfield,Retired,20/10/2016,free transfer,16/07/2015
834,834,870,1173,1173,1173,1173,1173,FC Sochaux-Montbéliard,Romain Pitau,08/08/1977,Defensive Midfield,Retired,01/07/2013,free transfer,01/07/2009
835,835,871,1174,1174,1174,1174,1174,FC Sochaux-Montbéliard,Jean Calvé,30/04/1984,Right-Back,FC Saint-Leu,19/07/2019,-,01/07/2018
836,836,872,1175,1175,1175,1175,1175,FC Sochaux-Montbéliard,Omar Daf,12/02/1977,Right-Back,Retired,01/07/2013,free transfer,01/07/2012
837,837,873,1176,1176,1176,1176,1176,FC Sochaux-Montbéliard,Ahmed Samir Farag,20/05/1986,Left-Back,Retired,28/07/2018,free transfer,02/08/2016
838,838,874,1178,1178,1178,1178,1178,FC Sochaux-Montbéliard,Lionel Potillon,10/02/1974,Left-Back,Retired,01/07/2007,€1.00m,01/08/2004
839,839,875,1182,1182,1182,1182,1182,FC Sochaux-Montbéliard,Arnaud Bühler,17/01/1985,Centre-Back,FC Bavois,01/07/2017,free transfer,01/07/2016
840,840,876,1183,1183,1183,1183,1183,FC Sochaux-Montbéliard,Miranda,07/09/1984,Centre-Back,São Paulo,08/03/2021,free transfer,26/07/2019
841,841,877,1184,1184,1184,1184,1184,FC Sochaux-Montbéliard,Rabiu Afolabi,18/04/1980,Centre-Back,Retired,01/07/2013,-,15/03/2013
842,842,878,1185,1185,1185,1185,1185,FC Sochaux-Montbéliard,Souleymane Diawara,24/12/1978,Centre-Back,Retired,01/07/2015,free transfer,05/08/2014
843,843,879,1187,1187,1187,1187,1187,FC Sochaux-Montbéliard,Alexandre Martinovic,31/05/1985,Goalkeeper,FC Porrentruy,01/07/2019,free transfer,14/08/2018
844,844,880,1188,1188,1188,1188,1188,FC Sochaux-Montbéliard,Teddy Richert,21/09/1974,Goalkeeper,Retired,01/07/2012,?,01/07/2002
845,845,881,1190,1190,1190,1190,1190,FC Nantes,Claudiu Keseru,02/12/1986,Centre-Forward,UTA Arad,01/07/2022,free transfer,31/08/2021
846,846,882,1191,1191,1191,1191,1191,FC Nantes,Julio Hernán Rossi,22/02/1977,Centre-Forward,Retired,01/07/2012,-,01/07/2011
847,847,883,1192,1192,1192,1192,1192,FC Nantes,Grégory Pujol,25/01/1980,Centre-Forward,Saint-Amand,01/07/2019,-,01/07/2016
848,848,884,1195,1195,1195,1195,1195,FC Nantes,Dennis Oliech,02/02/1985,Right Winger,Retired,21/01/2020,-,27/08/2019
849,849,885,1196,1196,1196,1196,1196,FC Nantes,Luigi Glombard,21/08/1984,Right Winger,Retired,27/07/2017,free transfer,08/07/2015
850,850,886,1197,1197,1197,1197,1197,FC Nantes,Frédéric Da Rocha,16/09/1974,Right Winger,Retired,01/07/2011,free transfer,01/07/2010
851,851,887,1199,1199,1199,1199,1199,FC Nantes,Aurélien Capoue,28/02/1982,Left Winger,Retired,10/12/2013,free transfer,01/07/2011
852,852,888,1200,1200,1200,1200,1200,FC Nantes,Dimitri Payet,29/03/1987,Attacking Midfield,Marseille,30/01/2017,€15.00m,01/07/2015
853,853,889,1201,1201,1201,1201,1201,FC Nantes,Olivier Quint,29/11/1971,Left Midfield,Retired,01/07/2006,?,01/07/2001
854,854,890,1204,1204,1204,1204,1204,FC Nantes,Emerse Faé,24/01/1984,Central Midfield,Retired,01/01/2012,€2.50m,01/01/2009
855,855,891,1206,1206,1206,1206,1206,FC Nantes,Kévin Das Neves,08/05/1986,Defensive Midfield,Retired,01/07/2018,free transfer,26/08/2015
856,856,892,1208,1208,1208,1208,1208,FC Nantes,Nicolas Savinaud,20/11/1975,Defensive Midfield,Retired,01/07/2009,free transfer,01/01/2009
857,857,893,1209,1209,1209,1209,1209,FC Nantes,Gilles Yapi,30/01/1982,Defensive Midfield,Retired,01/07/2019,free transfer,20/07/2018
858,858,894,1210,1210,1210,1210,1210,FC Nantes,David Leray,02/03/1984,Right-Back,Retired,01/07/2013,-,20/07/2012
859,859,895,1211,1211,1211,1211,1211,FC Nantes,Franck Signorino,19/09/1981,Left-Back,Retired,01/07/2017,free transfer,01/07/2016
860,860,896,1212,1212,1212,1212,1212,FC Nantes,Steven Thicot,14/02/1987,Centre-Back,Clyde FC,01/07/2022,-,01/01/2022
861,861,897,1214,1214,1214,1214,1214,FC Nantes,Jean-Jacques Pierre,23/01/1981,Centre-Back,Retired,01/07/2019,free transfer,01/07/2018
862,862,898,1215,1215,1215,1215,1215,FC Nantes,Loïc Guillon,11/01/1982,Centre-Back,Retired,01/07/2018,free transfer,29/08/2016
863,863,899,1216,1216,1216,1216,1216,FC Nantes,Pascal Delhommeau,14/08/1978,Centre-Back,Retired,01/07/2011,free transfer,01/07/2008
864,864,900,1218,1218,1218,1218,1218,FC Nantes,Perica Radic,13/03/1984,Goalkeeper,US Mandelieu,01/07/2017,-,01/07/2012
865,865,901,1219,1219,1219,1219,1219,FC Nantes,Tony Heurtebis,15/01/1975,Goalkeeper,Retired,01/07/2010,free transfer,01/07/2005
866,866,902,1220,1220,1220,1220,1220,FC Nantes,Mickaël Landreau,14/05/1979,Goalkeeper,Retired,01/07/2014,free transfer,23/12/2012
867,867,903,1221,1221,1221,1221,1221,AS Saint-Étienne,Bafétimbi Gomis,06/08/1985,Centre-Forward,Galatasaray,02/02/2022,€6.00m,23/08/2018
868,868,904,1222,1222,1222,1222,1222,AS Saint-Étienne,Sébastien Mazure,20/03/1979,Centre-Forward,Retired,01/07/2009,?,01/07/2006
869,869,905,1223,1223,1223,1223,1223,AS Saint-Étienne,Hélder Postiga,02/08/1982,Centre-Forward,Retired,01/01/2017,free transfer,12/08/2016
870,870,906,1226,1226,1226,1226,1226,AS Saint-Étienne,Lamine Sakho,28/09/1977,Left Winger,Retired,01/07/2015,-,27/10/2014
871,871,907,1227,1227,1227,1227,1227,AS Saint-Étienne,Frédéric Mendy,06/11/1981,Left Winger,Retired,01/07/2013,free transfer,31/01/2012
872,872,908,1228,1228,1228,1228,1228,AS Saint-Étienne,Idriss Ech-Chergui,22/05/1985,Attacking Midfield,Hyères 83,01/08/2021,free transfer,01/07/2018
873,873,909,1229,1229,1229,1229,1229,AS Saint-Étienne,Samy Houri,09/08/1985,Attacking Midfield,Montauban FC,01/07/2018,free transfer,01/07/2017
874,874,910,1230,1230,1230,1230,1230,AS Saint-Étienne,Ignacio Piatti,04/02/1985,Attacking Midfield,Retired,01/01/2022,free transfer,19/02/2021
875,875,911,1232,1232,1232,1232,1232,AS Saint-Étienne,David Hellebuyck,12/05/1979,Central Midfield,Retired,01/07/2012,€800Th.,03/07/2007
876,876,912,1233,1233,1233,1233,1233,AS Saint-Étienne,Julien Sablé,11/09/1980,Defensive Midfield,Retired,01/07/2014,-,09/10/2012
877,877,913,1235,1235,1235,1235,1235,AS Saint-Étienne,Mouhamadou Dabo,28/11/1986,Right-Back,Retired,01/07/2019,free transfer,01/07/2016
