,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,teams,playerprofile,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
1085,1085,1085,1085,OGC Nice,Cédric Varrault,30/01/1980,Centre-Back,Retired,07/01/2019,free transfer,08/08/2018
1086,1086,1086,1086,OGC Nice,Sammy Traoré,25/02/1976,Centre-Back,Retired,07/01/2011,End of loan,30/06/2008
1087,1087,1087,1087,OGC Nice,Jérémie Moreau,22/07/1980,Goalkeeper,Retired,,free transfer,01/07/2013
1088,1088,1088,1088,OGC Nice,Hugo Lloris,26/12/1986,Goalkeeper,Spurs,08/31/2012,€8.50m,01/07/2008
1089,1089,1089,1089,OGC Nice,Damien Grégorini,02/03/1979,Goalkeeper,Retired,07/01/2014,€800Th.,30/01/2007
1090,1090,1090,1090,RC Strasbourg Alsace,Kévin Gameiro,09/05/1987,Centre-Forward,R. Strasbourg,07/18/2021,€16.00m,12/08/2018
1091,1091,1091,1091,RC Strasbourg Alsace,Rudy Carlier,19/01/1986,Centre-Forward,Retired,,free transfer,10/08/2016
1092,1092,1092,1092,RC Strasbourg Alsace,Haykel Gmamdia,22/12/1981,Centre-Forward,Retired,07/01/2012,End of loan,30/06/2011
1093,1093,1093,1093,RC Strasbourg Alsace,Éric Mouloungui,01/04/1984,Centre-Forward,Retired,,-,14/11/2017
1094,1094,1094,1094,RC Strasbourg Alsace,Szilard Nemeth,08/08/1977,Second Striker,Retired,01/01/2012,-,01/07/2011
1095,1095,1095,1095,RC Strasbourg Alsace,Mickaël Pagis,17/08/1973,Second Striker,Retired,07/26/2010,€1.20m,06/07/2007
1096,1096,1096,1096,RC Strasbourg Alsace,Yacine Abdessadki,01/01/1981,Right Winger,Retired,07/01/2019,-,01/07/2018
1097,1097,1097,1097,RC Strasbourg Alsace,Amara Diané,19/08/1982,Right Winger,Retired,02/01/2015,-,11/09/2014
1098,1098,1098,1098,RC Strasbourg Alsace,Salim Arrache,14/07/1982,Left Winger,Retired,07/01/2015,-,12/02/2015
1099,1099,1099,1099,RC Strasbourg Alsace,Romain Gasmi,15/02/1987,Attacking Midfield,FC Sélestat,07/01/2021,-,21/02/2018
1100,1100,1100,1100,RC Strasbourg Alsace,Tommy de Jong,06/02/1987,Attacking Midfield,VfR Achern,07/01/2019,free transfer,01/07/2012
1101,1101,1101,1101,RC Strasbourg Alsace,Ahmed Abou-Mosalem,26/07/1981,Left Midfield,Retired,07/01/2014,free transfer,07/10/2013
1102,1102,1102,1102,RC Strasbourg Alsace,Ulrich Le Pen,23/01/1974,Left Midfield,Retired,07/01/2010,free transfer,01/07/2009
1103,1103,1103,1103,RC Strasbourg Alsace,Gaetan Krebs,18/11/1985,Central Midfield,Retired,07/01/2020,free transfer,13/07/2017
1104,1104,1104,1104,RC Strasbourg Alsace,Hosny Abd Rabo,01/11/1984,Central Midfield,Retired,01/16/2019,End of loan,30/06/2013
1105,1105,1105,1105,RC Strasbourg Alsace,Pascal Johansen,28/04/1979,Central Midfield,Retired,07/01/2015,free transfer,03/07/2013
1106,1106,1106,1106,RC Strasbourg Alsace,Pontus Farnerud,04/06/1980,Central Midfield,Retired,01/01/2014,free transfer,01/01/2012
1107,1107,1107,1107,RC Strasbourg Alsace,Alexander Farnerud,01/05/1984,Central Midfield,Without Club,,-,01/07/2021
1108,1108,1108,1108,RC Strasbourg Alsace,Ricardo Faty,04/08/1986,Second Yellows,C'Chartres,09/30/2022,?,06/08/2022
1109,1109,1109,1109,RC Strasbourg Alsace,Edgar Loué,23/12/1983,Defensive Midfield,Retired,,?,01/01/2011
1110,1110,1110,1110,RC Strasbourg Alsace,Sidi Keita,20/03/1985,Defensive Midfield,Retired,05/22/2013,-,30/08/2012
1111,1111,1111,1111,RC Strasbourg Alsace,Yves Deroff,29/08/1978,Right-Back,Retired,12/01/2015,?,01/07/2014
1112,1112,1112,1112,RC Strasbourg Alsace,Guillaume Lacour,02/08/1980,Right-Back,Retired,07/01/2016,free transfer,23/07/2013
1113,1113,1113,1113,RC Strasbourg Alsace,Jean-Christophe Vergerolle,12/07/1985,Left-Back,FC Riedisheim,07/01/2021,free transfer,01/07/2020
1114,1114,1114,1114,RC Strasbourg Alsace,Yann Schneider,19/01/1986,Left-Back,Retired,,free transfer,01/07/2018
1115,1115,1115,1115,RC Strasbourg Alsace,Arthur Boka,02/04/1983,Left-Back,Retired,07/01/2022,-,01/01/2022
1116,1116,1116,1116,RC Strasbourg Alsace,Steve Celestini,13/07/1986,Centre-Back,Retired,07/01/2010,End of loan,30/06/2009
1117,1117,1117,1117,RC Strasbourg Alsace,Habib Bellaïd,28/03/1986,Centre-Back,Retired,07/01/2019,?,01/07/2018
1118,1118,1118,1118,RC Strasbourg Alsace,Jean-Christophe Devaux,16/05/1975,Centre-Back,Retired,07/01/2010,-,16/10/2009
1119,1119,1119,1119,RC Strasbourg Alsace,Christian Bassila,05/10/1977,Centre-Back,Retired,07/01/2011,free transfer,01/09/2008
1120,1120,1120,1120,RC Strasbourg Alsace,Cédric Kanté,06/07/1979,Centre-Back,Retired,,free transfer,24/07/2015
1121,1121,1121,1121,RC Strasbourg Alsace,Karim Haggui,20/01/1984,Centre-Back,Retired,07/01/2018,free transfer,15/08/2016
1122,1122,1122,1122,RC Strasbourg Alsace,Régis Gurtner,08/12/1986,Goalkeeper,Amiens SC,07/01/2015,free transfer,19/09/2014
1123,1123,1123,1123,RC Strasbourg Alsace,Nicolas Puydebois,28/02/1981,Goalkeeper,Retired,07/01/2010,free transfer,01/07/2008
1124,1124,1124,1124,RC Strasbourg Alsace,Stéphane Cassard,11/11/1972,Goalkeeper,Retired,07/01/2011,free transfer,01/08/2010
1125,1125,1125,1125,FC Toulouse,Xavier Pentecôte,13/08/1986,Centre-Forward,Retired,,€1.20m,21/08/2011
1126,1126,1126,1126,FC Toulouse,Jean-Louis Akpa Akpro,04/01/1985,Centre-Forward,Flint Town,07/01/2022,-,03/03/2020
1127,1127,1127,1127,FC Toulouse,Santos,20/03/1979,Centre-Forward,Retired,07/01/2016,free transfer,01/07/2015
1128,1128,1128,1128,FC Toulouse,Daniel Moreira,08/08/1977,Second Striker,Retired,01/01/2011,free transfer,14/08/2009
1129,1129,1129,1129,FC Toulouse,Benjamin Psaume,12/01/1985,Right Winger,Le Grau du Roi,07/01/2021,free transfer,29/10/2018
1130,1130,1130,1130,FC Toulouse,Fodé Mansare,03/09/1981,Left Winger,Retired,12/31/2013,free transfer,31/08/2013
1131,1131,1131,1131,FC Toulouse,Bryan Bergougnoux,12/01/1983,Attacking Midfield,Retired,07/01/2019,free transfer,01/08/2018
1132,1132,1132,1132,FC Toulouse,Achille Emaná,05/06/1982,Attacking Midfield,Without Club,08/01/2020,-,01/07/2020
1133,1133,1133,1133,FC Toulouse,Thibault Giresse,25/05/1981,Left Midfield,Retired,07/01/2018,free transfer,01/07/2009
1134,1134,1134,1134,FC Toulouse,Alexandre Bonnet,17/10/1986,Left Midfield,Quevilly Rouen,07/01/2022,?,01/08/2009
1135,1135,1135,1135,FC Toulouse,Kévin Constant,10/05/1987,Central Midfield,Retired,01/21/2020,-,29/05/2019
1136,1136,1136,1136,FC Toulouse,Nabil Taïder,26/05/1983,Central Midfield,Retired,07/01/2018,free transfer,31/01/2017
1137,1137,1137,1137,FC Toulouse,Pantxi Sirieix,07/10/1980,Central Midfield,Retired,07/01/2017,free transfer,01/07/2004
1138,1138,1138,1138,FC Toulouse,Nicolas Dieuze,07/02/1979,Central Midfield,Retired,09/10/2014,-,01/07/2012
1139,1139,1139,1139,FC Toulouse,Laurent Batlles,23/09/1975,Central Midfield,Retired,05/24/2012,free transfer,02/07/2010
1140,1140,1140,1140,FC Toulouse,Julien Cardy,29/09/1981,Defensive Midfield,Retired,,free transfer,01/07/2014
1141,1141,1141,1141,FC Toulouse,Albin Ebondo,23/02/1984,Right-Back,Retired,07/01/2012,free transfer,23/07/2010
1142,1142,1142,1142,FC Toulouse,Walid Cherfa,24/02/1986,Left-Back,Toulouse Rodéo,07/01/2019,-,01/07/2017
1143,1143,1143,1143,FC Toulouse,Stéphane Lièvre,03/10/1972,Left-Back,Retired,,free transfer,01/07/2000
1144,1144,1144,1144,FC Toulouse,Henri Bedimo,04/06/1984,Left-Back,Retired,,free transfer,01/07/2016
1145,1145,1145,1145,FC Toulouse,Jérémy Mathieu,29/10/1983,Left-Back,Retired,07/01/2020,free transfer,07/07/2017
1146,1146,1146,1146,FC Toulouse,Issoumaila Dao,27/10/1983,Centre-Back,Retired,07/01/2014,?,01/08/2013
1147,1147,1147,1147,FC Toulouse,Mohamed Fofana,07/03/1985,Centre-Back,Retired,07/01/2018,free transfer,02/07/2016
1148,1148,1148,1148,FC Toulouse,Dominique Arribagé,11/05/1971,Centre-Back,Retired,07/01/2008,free transfer,01/07/2004
1149,1149,1149,1149,FC Toulouse,Daniel Congré,05/04/1985,Centre-Back,Dijon,07/05/2021,€5.00m,01/07/2012
1150,1150,1150,1150,FC Toulouse,Lucien Aubey,24/05/1984,Centre-Back,Retired,01/01/2013,free transfer,18/07/2012
1151,1151,1151,1151,FC Toulouse,Benoît Benvegnu,18/01/1985,Goalkeeper,Retired,,free transfer,01/07/2009
1152,1152,1152,1152,FC Toulouse,Nicolas Douchez,22/04/1980,Goalkeeper,Retired,07/01/2019,free transfer,21/07/2018
1153,1153,1153,1153,FC Toulouse,Christophe Revault,22/03/1972,Goalkeeper,,,free transfer,01/07/2007
1154,1154,1154,1154,FC Sochaux-Montbéliard,Julien Quercia,17/08/1986,Centre-Forward,Thionville Lus.,07/01/2021,free transfer,01/07/2019
1155,1155,1155,1155,FC Sochaux-Montbéliard,Mevlüt Erdinc,25/02/1987,Centre-Forward,Retired,,free transfer,01/07/2022
1156,1156,1156,1156,FC Sochaux-Montbéliard,Weldon,06/08/1980,Centre-Forward,América FC-SP,07/01/1999,-,01/01/2021
1157,1157,1157,1157,FC Sochaux-Montbéliard,Mohamed Kader,08/04/1979,Centre-Forward,Retired,07/03/2014,-,01/07/2012
1158,1158,1158,1158,FC Sochaux-Montbéliard,Moumouni Dagano,01/01/1981,Centre-Forward,Retired,,-,03/11/2015
1159,1159,1159,1159,FC Sochaux-Montbéliard,Ilan,18/09/1980,Centre-Forward,Retired,07/01/2014,free transfer,12/07/2012
1160,1160,1160,1160,FC Sochaux-Montbéliard,Jérémy Ménez,07/05/1987,Right Winger,Reggina,07/01/2020,-,26/09/2019
1161,1161,1161,1161,FC Sochaux-Montbéliard,Marcelo Luis Trapasso,30/04/1976,Attacking Midfield,Retired,,?,01/08/2005
1162,1162,1162,1162,FC Sochaux-Montbéliard,Valéry Mézague,08/12/1983,Attacking Midfield,,,-,01/07/2013
1163,1163,1163,1163,FC Sochaux-Montbéliard,Mourad Meghni,16/04/1984,Attacking Midfield,Retired,07/31/2017,-,06/07/2015
1164,1164,1164,1164,FC Sochaux-Montbéliard,Philippe Brunel,28/02/1973,Left Midfield,Retired,07/01/2013,free transfer,01/07/2011
1165,1165,1165,1165,FC Sochaux-Montbéliard,Mickaël Isabey,20/02/1975,Right Midfield,Retired,10/01/2011,free transfer,01/07/2009
1166,1166,1166,1166,FC Sochaux-Montbéliard,Jaouad Zairi,17/04/1982,Right Midfield,Retired,07/01/2017,free transfer,28/02/2017
1167,1167,1167,1167,FC Sochaux-Montbéliard,Won-kwang Jo,23/08/1985,Central Midfield,Retired,,free transfer,01/07/2011
1168,1168,1168,1168,FC Sochaux-Montbéliard,Benjamin Genghini,16/12/1985,Central Midfield,AS Mutzig,07/01/2022,free transfer,01/07/2020
1169,1169,1169,1169,FC Sochaux-Montbéliard,Badara Sène,19/11/1984,Defensive Midfield,Retired,,?,01/07/2015
1170,1170,1170,1170,FC Sochaux-Montbéliard,Johann Lonfat,11/03/1973,Defensive Midfield,Retired,,free transfer,01/07/2007
1171,1171,1171,1171,FC Sochaux-Montbéliard,Fabien Boudarène,05/10/1978,Defensive Midfield,Retired,07/01/2012,free transfer,01/07/2011
1172,1172,1172,1172,FC Sochaux-Montbéliard,Guirane N'Daw,24/04/1984,Defensive Midfield,Retired,10/20/2016,free transfer,16/07/2015
1173,1173,1173,1173,FC Sochaux-Montbéliard,Romain Pitau,08/08/1977,Defensive Midfield,Retired,07/01/2013,free transfer,01/07/2009
1174,1174,1174,1174,FC Sochaux-Montbéliard,Jean Calvé,30/04/1984,Right-Back,FC Saint-Leu,07/19/2019,-,01/07/2018
1175,1175,1175,1175,FC Sochaux-Montbéliard,Omar Daf,12/02/1977,Right-Back,Retired,07/01/2013,free transfer,01/07/2012
1176,1176,1176,1176,FC Sochaux-Montbéliard,Ahmed Samir Farag,20/05/1986,Left-Back,Retired,07/28/2018,free transfer,02/08/2016
1177,1177,1177,1177,FC Sochaux-Montbéliard,Cédric Rey,25/08/1984,Left-Back,Unknown,,?,01/08/2007
1178,1178,1178,1178,FC Sochaux-Montbéliard,Lionel Potillon,10/02/1974,Left-Back,Retired,07/01/2007,€1.00m,01/08/2004
1179,1179,1179,1179,FC Sochaux-Montbéliard,Pape Sow,02/12/1985,Centre-Back,Retired,,-,21/01/2016
1180,1180,1180,1180,FC Sochaux-Montbéliard,Maxime Josse,21/03/1987,Centre-Back,Retired,,free transfer,01/01/2018
1181,1181,1181,1181,FC Sochaux-Montbéliard,Dusko Tosic,19/01/1985,Centre-Back,Retired,,free transfer,28/01/2021
1182,1182,1182,1182,FC Sochaux-Montbéliard,Arnaud Bühler,17/01/1985,Centre-Back,FC Bavois,07/01/2017,free transfer,01/07/2016
1183,1183,1183,1183,FC Sochaux-Montbéliard,Miranda,07/09/1984,Centre-Back,São Paulo,03/08/2021,free transfer,26/07/2019
1184,1184,1184,1184,FC Sochaux-Montbéliard,Rabiu Afolabi,18/04/1980,Centre-Back,Retired,07/01/2013,-,15/03/2013
1185,1185,1185,1185,FC Sochaux-Montbéliard,Souleymane Diawara,24/12/1978,Centre-Back,Retired,07/01/2015,free transfer,05/08/2014
1186,1186,1186,1186,FC Sochaux-Montbéliard,Jeremy Deichelbohrer,25/04/1986,Goalkeeper,Retired,,-,21/01/2013
1187,1187,1187,1187,FC Sochaux-Montbéliard,Alexandre Martinovic,31/05/1985,Goalkeeper,FC Porrentruy,07/01/2019,free transfer,14/08/2018
1188,1188,1188,1188,FC Sochaux-Montbéliard,Teddy Richert,21/09/1974,Goalkeeper,Retired,07/01/2012,?,01/07/2002
1189,1189,1189,1189,FC Nantes,Fouad Bouguerra,07/05/1981,Centre-Forward,Retired,,-,20/01/2013
1190,1190,1190,1190,FC Nantes,Claudiu Keseru,02/12/1986,Centre-Forward,UTA Arad,07/01/2022,free transfer,31/08/2021
1191,1191,1191,1191,FC Nantes,Julio Hernán Rossi,22/02/1977,Centre-Forward,Retired,07/01/2012,-,01/07/2011
1192,1192,1192,1192,FC Nantes,Grégory Pujol,25/01/1980,Centre-Forward,Saint-Amand,07/01/2019,-,01/07/2016
1193,1193,1193,1193,FC Nantes,Mamadou Diallo,17/04/1982,Centre-Forward,Retired,,free transfer,01/07/2017
1194,1194,1194,1194,FC Nantes,Habib Bamogo,08/05/1982,Second Striker,Retired,,-,01/05/2014
1195,1195,1195,1195,FC Nantes,Dennis Oliech,02/02/1985,Right Winger,Retired,01/21/2020,-,27/08/2019
1196,1196,1196,1196,FC Nantes,Luigi Glombard,21/08/1984,Right Winger,Retired,07/27/2017,free transfer,08/07/2015
1197,1197,1197,1197,FC Nantes,Frédéric Da Rocha,16/09/1974,Right Winger,Retired,07/01/2011,free transfer,01/07/2010
1198,1198,1198,1198,FC Nantes,Imed Mhadhebi,22/03/1976,Left Winger,Retired,,-,01/01/2008
1199,1199,1199,1199,FC Nantes,Aurélien Capoue,28/02/1982,Left Winger,Retired,12/10/2013,free transfer,01/07/2011
1200,1200,1200,1200,FC Nantes,Dimitri Payet,29/03/1987,Attacking Midfield,Marseille,01/30/2017,€15.00m,01/07/2015
1201,1201,1201,1201,FC Nantes,Olivier Quint,29/11/1971,Left Midfield,Retired,07/01/2006,?,01/07/2001
1202,1202,1202,1202,FC Nantes,Guillaume Norbert,14/10/1980,Right Midfield,Retired,,free transfer,01/07/2008
1203,1203,1203,1203,FC Nantes,Milos Dimitrijevic,16/02/1984,Central Midfield,Retired,,-,17/01/2014
1204,1204,1204,1204,FC Nantes,Emerse Faé,24/01/1984,Central Midfield,Retired,01/01/2012,€2.50m,01/01/2009
1205,1205,1205,1205,FC Nantes,William Vainqueur,19/11/1988,Defensive Midfield,Retired,,End of loan,30/06/2020
1206,1206,1206,1206,FC Nantes,Kévin Das Neves,08/05/1986,Defensive Midfield,Retired,07/01/2018,free transfer,26/08/2015
1207,1207,1207,1207,FC Nantes,Bocundji Ca,28/12/1986,Defensive Midfield,Retired,,-,01/07/2018
1208,1208,1208,1208,FC Nantes,Nicolas Savinaud,20/11/1975,Defensive Midfield,Retired,07/01/2009,free transfer,01/01/2009
1209,1209,1209,1209,FC Nantes,Gilles Yapi,30/01/1982,Defensive Midfield,Retired,07/01/2019,free transfer,20/07/2018
1210,1210,1210,1210,FC Nantes,David Leray,02/03/1984,Right-Back,Retired,07/01/2013,-,20/07/2012
1211,1211,1211,1211,FC Nantes,Franck Signorino,19/09/1981,Left-Back,Retired,07/01/2017,free transfer,01/07/2016
1212,1212,1212,1212,FC Nantes,Steven Thicot,14/02/1987,Centre-Back,Clyde FC,07/01/2022,-,01/01/2022
1213,1213,1213,1213,FC Nantes,Karim El Mourabet,30/04/1987,Centre-Back,Retired,,?,01/07/2014
1214,1214,1214,1214,FC Nantes,Jean-Jacques Pierre,23/01/1981,Centre-Back,Retired,07/01/2019,free transfer,01/07/2018
1215,1215,1215,1215,FC Nantes,Loïc Guillon,11/01/1982,Centre-Back,Retired,07/01/2018,free transfer,29/08/2016
1216,1216,1216,1216,FC Nantes,Pascal Delhommeau,14/08/1978,Centre-Back,Retired,07/01/2011,free transfer,01/07/2008
1217,1217,1217,1217,FC Nantes,Mauro Cetto,14/04/1982,Centre-Back,Retired,,free transfer,10/01/2016
1218,1218,1218,1218,FC Nantes,Perica Radic,13/03/1984,Goalkeeper,US Mandelieu,07/01/2017,-,01/07/2012
1219,1219,1219,1219,FC Nantes,Tony Heurtebis,15/01/1975,Goalkeeper,Retired,07/01/2010,free transfer,01/07/2005
1220,1220,1220,1220,FC Nantes,Mickaël Landreau,14/05/1979,Goalkeeper,Retired,07/01/2014,free transfer,23/12/2012
1221,1221,1221,1221,AS Saint-Étienne,Bafétimbi Gomis,06/08/1985,Centre-Forward,Galatasaray,02/02/2022,€6.00m,23/08/2018
1222,1222,1222,1222,AS Saint-Étienne,Sébastien Mazure,20/03/1979,Centre-Forward,Retired,07/01/2009,?,01/07/2006
1223,1223,1223,1223,AS Saint-Étienne,Hélder Postiga,02/08/1982,Centre-Forward,Retired,01/01/2017,free transfer,12/08/2016
1224,1224,1224,1224,AS Saint-Étienne,Frédéric Piquionne,08/12/1978,Centre-Forward,Retired,,free transfer,30/07/2015
1225,1225,1225,1225,AS Saint-Étienne,Pascal Feindouno,27/02/1981,Right Winger,Retired,,free transfer,18/04/2016
1226,1226,1226,1226,AS Saint-Étienne,Lamine Sakho,28/09/1977,Left Winger,Retired,07/01/2015,-,27/10/2014
1227,1227,1227,1227,AS Saint-Étienne,Frédéric Mendy,06/11/1981,Left Winger,Retired,07/01/2013,free transfer,31/01/2012
1228,1228,1228,1228,AS Saint-Étienne,Idriss Ech-Chergui,22/05/1985,Attacking Midfield,Hyères 83,08/01/2021,free transfer,01/07/2018
1229,1229,1229,1229,AS Saint-Étienne,Samy Houri,09/08/1985,Attacking Midfield,Montauban FC,07/01/2018,free transfer,01/07/2017
1230,1230,1230,1230,AS Saint-Étienne,Ignacio Piatti,04/02/1985,Attacking Midfield,Retired,01/01/2022,free transfer,19/02/2021
1231,1231,1231,1231,AS Saint-Étienne,Ousmane Sarr,02/08/1986,Left Midfield,Retired,,-,01/03/2012
1232,1232,1232,1232,AS Saint-Étienne,David Hellebuyck,12/05/1979,Central Midfield,Retired,07/01/2012,€800Th.,03/07/2007
1233,1233,1233,1233,AS Saint-Étienne,Julien Sablé,11/09/1980,Defensive Midfield,Retired,07/01/2014,-,09/10/2012
1234,1234,1234,1234,AS Saint-Étienne,Didier Zokora,14/12/1980,Defensive Midfield,Retired,,-,24/04/2017
1235,1235,1235,1235,AS Saint-Étienne,Mouhamadou Dabo,28/11/1986,Right-Back,Retired,07/01/2019,free transfer,01/07/2016
1236,1236,1236,1236,AS Saint-Étienne,Fousseni Diawara,28/08/1980,Right-Back,Retired,07/01/2015,free transfer,24/07/2013
1237,1237,1237,1237,AS Saint-Étienne,Abdelaziz Kamara,10/04/1984,Left-Back,Retired,,?,01/07/2011
1238,1238,1238,1238,AS Saint-Étienne,Siaka Tiéné,22/02/1982,Left-Back,Retired,,free transfer,01/07/2013
1239,1239,1239,1239,AS Saint-Étienne,Bruno Basto,21/05/1978,Left-Back,Retired,07/01/2009,?,01/01/2008
1240,1240,1240,1240,AS Saint-Étienne,Hérita Ilunga,25/02/1982,Left-Back,Retired,07/01/2016,free transfer,18/07/2014
1241,1241,1241,1241,AS Saint-Étienne,Damien Perquis,10/04/1984,Centre-Back,Retired,07/01/2019,free transfer,24/07/2017
1242,1242,1242,1242,AS Saint-Étienne,Alaeddine Yahia,26/09/1981,Centre-Back,Retired,07/01/2018,free transfer,15/08/2017
1243,1243,1243,1243,AS Saint-Étienne,Loïc Perrin,07/08/1985,Centre-Back,Retired,08/01/2020,-,01/07/2003
1244,1244,1244,1244,AS Saint-Étienne,Zoumana Camara,03/04/1979,Centre-Back,Retired,07/01/2015,€6.00m,24/07/2007
1245,1245,1245,1245,AS Saint-Étienne,Vincent Hognon,16/08/1974,Centre-Back,Retired,,free transfer,01/07/2007
1246,1246,1246,1246,AS Saint-Étienne,Alan Mermillod,05/10/1987,Goalkeeper,Beaucouzé,07/01/2022,-,01/07/2017
1247,1247,1247,1247,AS Saint-Étienne,Jessy Moulin,13/01/1986,Goalkeeper,Troyes,07/19/2021,End of loan,30/06/2012
1248,1248,1248,1248,AS Saint-Étienne,Jody Viviani,25/01/1982,Goalkeeper,Retired,,free transfer,01/07/2015
1249,1249,1249,1249,AS Saint-Étienne,Jérémie Janot,11/10/1977,Goalkeeper,Retired,10/24/2013,free transfer,02/08/2012
1250,1250,1250,1250,AJ Auxerre,Garra Dembélé,21/02/1986,Centre-Forward,Retired,,-,15/07/2016
1251,1251,1251,1251,AJ Auxerre,Romain Poyet,25/11/1980,Centre-Forward,Retired,07/01/2015,loan transfer,23/01/2014
1252,1252,1252,1252,AJ Auxerre,Benjani,13/08/1978,Centre-Forward,Retired,,free transfer,01/07/2013
1253,1253,1253,1253,AJ Auxerre,Luigi Pieroni,08/09/1980,Centre-Forward,Retired,08/01/2013,free transfer,18/07/2011
1254,1254,1254,1254,AJ Auxerre,Péguy Luyindula,25/05/1979,Centre-Forward,Retired,05/31/2015,-,19/03/2013
1255,1255,1255,1255,AJ Auxerre,Kanga Akalé,07/03/1981,Left Winger,Retired,07/01/2013,-,24/10/2012
1256,1256,1256,1256,AJ Auxerre,Irélé Apo,16/01/1987,Attacking Midfield,Retired,,-,01/07/2018
1257,1257,1257,1257,AJ Auxerre,Ludovic Genest,18/09/1987,Attacking Midfield,Retired,,free transfer,15/01/2018
1258,1258,1258,1258,AJ Auxerre,Yann Lachuer,05/08/1972,Attacking Midfield,Retired,06/10/2009,-,19/12/2008
1259,1259,1259,1259,AJ Auxerre,Kevin Lejeune,22/01/1985,Left Midfield,Retired,07/01/2020,?,31/08/2017
1260,1260,1260,1260,AJ Auxerre,Krisztián Vadócz,03/05/1985,Central Midfield,Central,07/08/2022,-,27/08/2021
1261,1261,1261,1261,AJ Auxerre,Abou Diaby,11/05/1986,Central Midfield,Retired,02/26/2019,-,01/07/2017
1262,1262,1262,1262,AJ Auxerre,Thomas Kahlenberg,20/03/1983,Central Midfield,Retired,07/01/2017,free transfer,21/08/2013
1263,1263,1263,1263,AJ Auxerre,Philippe Violeau,19/09/1970,Defensive Midfield,Retired,07/04/2006,€400Th.,29/08/2003
1264,1264,1264,1264,AJ Auxerre,Lionel Mathis,04/10/1981,Defensive Midfield,Retired,07/01/2017,free transfer,01/07/2016
1265,1265,1265,1265,AJ Auxerre,Mathieu Berson,23/02/1980,Defensive Midfield,Retired,07/01/2013,-,01/07/2011
1266,1266,1266,1266,AJ Auxerre,Benoît Cheyrou,03/05/1981,Defensive Midfield,Retired,01/01/2018,-,29/01/2015
1267,1267,1267,1267,AJ Auxerre,Johan Radet,24/11/1976,Right-Back,Retired,07/01/2007,-,01/07/1996
1268,1268,1268,1268,AJ Auxerre,Bacary Sagna,14/02/1983,Right-Back,Retired,01/01/2020,free transfer,08/08/2018
1269,1269,1269,1269,AJ Auxerre,Pierre Vignaud,10/03/1983,Left-Back,Grand-Quevilly,07/01/2019,free transfer,10/07/2015
1270,1270,1270,1270,AJ Auxerre,Jean-Sébastien Jaurès,30/09/1977,Left-Back,Retired,07/01/2011,free transfer,01/07/2008
1271,1271,1271,1271,AJ Auxerre,Guillaume Lecacheur,02/08/1982,Centre-Back,Retired,,free transfer,01/07/2011
