,Unnamed: 0,teams,playerprofile,birthdate,position,retiredOrNot,retirementDate,lastTransferFee,lastTransferDate
1399,1399,Stade Rennais FC,Grégory Bourillon,07/01/1984,Centre-Back,Retired,,free transfer,07/27/2017
1400,1400,Stade Rennais FC,Jacques Faty,02/25/1984,Centre-Back,Retired,07/01/2017,free transfer,07/01/2016
1401,1401,Stade Rennais FC,Abdeslam Ouaddou,11/01/1978,Centre-Back,Retired,,-,01/01/2013
1402,1402,Stade Rennais FC,John Mensah,11/29/1982,Centre-Back,Retired,01/01/2017,-,03/04/2016
1403,1403,Stade Rennais FC,Adailton,04/14/1983,Centre-Back,Retired,03/01/2017,-,02/09/2016
1404,1404,Stade Rennais FC,Gregory Douard,08/01/1985,Goalkeeper,Unknown,,free transfer,07/01/2009
1405,1405,Stade Rennais FC,Cheick N'Diaye,02/15/1985,Goalkeeper,Stade Briochin,07/01/2016,-,07/01/2015
1406,1406,Stade Rennais FC,Simon Pouplin,05/28/1985,Goalkeeper,Retired,,free transfer,08/07/2014
1407,1407,Stade Rennais FC,Andreas Isaksson,10/03/1981,Goalkeeper,Retired,01/01/2019,?,08/11/2016
1408,1408,Paris Saint-Germain,Carlos Bueno,05/10/1980,Centre-Forward,Wanderers FC,09/01/2021,-,01/01/2020
1409,1409,Paris Saint-Germain,Pauleta,04/28/1973,Centre-Forward,Retired,07/01/2011,-,07/01/2010
1410,1410,Paris Saint-Germain,Samuel Piètre,02/10/1984,Right Winger,Retired,,-,10/21/2011
1411,1411,Paris Saint-Germain,Franck Dja Djédjé,06/02/1986,Right Winger,Cap d'Ail,07/01/2022,free transfer,01/01/2021
1412,1412,Paris Saint-Germain,Fabrice Pancrate,05/02/1980,Right Winger,Retired,07/01/2014,free transfer,07/18/2011
1413,1413,Paris Saint-Germain,Bonaventure Kalou,01/12/1978,Right Winger,Retired,01/01/2010,-,07/01/2008
1414,1414,Paris Saint-Germain,Rudy Haddad,02/05/1985,Attacking Midfield,Retired,,-,07/01/2015
1415,1415,Paris Saint-Germain,Jérôme Rothen,03/31/1978,Left Midfield,Retired,10/16/2013,free transfer,07/08/2013
1416,1416,Paris Saint-Germain,Paulo César,08/26/1978,Right Midfield,Retired,,free transfer,01/01/2014
1417,1417,Paris Saint-Germain,Cristian Rodríguez,09/30/1985,Central Midfield,Plaza Colonia,04/16/2021,free transfer,02/01/2017
1418,1418,Paris Saint-Germain,Sergey Semak,02/27/1976,Central Midfield,Retired,07/01/2013,€2.00m,08/01/2010
1419,1419,Paris Saint-Germain,Vikash Dhorasoo,10/10/1973,Central Midfield,Retired,01/11/2008,-,10/31/2007
1420,1420,Paris Saint-Germain,Christophe Landrin,06/30/1977,Central Midfield,Retired,08/06/2012,free transfer,07/05/2011
1421,1421,Paris Saint-Germain,Clément Chantôme,09/11/1987,Defensive Midfield,C'Chartres,01/16/2022,-,01/08/2020
1422,1422,Paris Saint-Germain,Hocine Ragued,02/11/1983,Defensive Midfield,Retired,07/01/2017,free transfer,07/29/2016
1423,1423,Paris Saint-Germain,Édouard Cissé,03/30/1978,Defensive Midfield,Retired,07/01/2012,free transfer,08/01/2011
1424,1424,Paris Saint-Germain,Lorik Cana,07/27/1983,Defensive Midfield,Retired,04/08/2017,-,08/30/2016
1425,1425,Paris Saint-Germain,Modeste M'Bami,10/09/1982,Defensive Midfield,Retired,,free transfer,09/19/2014
1426,1426,Paris Saint-Germain,Stéphane Pichot,09/02/1976,Right-Back,Retired,07/01/2014,free transfer,07/01/2011
1427,1427,Paris Saint-Germain,Bernard Mendy,08/20/1981,Right-Back,Retired,01/01/2017,?,07/12/2016
1428,1428,Paris Saint-Germain,Boukary Dramé,07/22/1985,Left-Back,Valcalepio,12/24/2021,-,07/01/2020
1429,1429,Paris Saint-Germain,Jean-Hugues Ateba,09/01/1981,Left-Back,Retired,,free transfer,02/06/2015
1430,1430,Paris Saint-Germain,Sylvain Armand,08/01/1980,Left-Back,Retired,07/01/2017,free transfer,07/01/2013
1431,1431,Paris Saint-Germain,Ahmed Kantari,06/28/1985,Centre-Back,Retired,01/28/2019,-,07/01/2016
1432,1432,Paris Saint-Germain,Jean-Michel Badiane,05/09/1983,Centre-Back,Retired,,-,11/01/2011
1433,1433,Paris Saint-Germain,David Rozehnal,07/05/1980,Centre-Back,Retired,,free transfer,07/01/2015
1434,1434,Paris Saint-Germain,Mario Yepes,01/13/1976,Centre-Back,Retired,01/01/2016,-,09/12/2014
1435,1435,Paris Saint-Germain,Nicolas Cousin,07/11/1985,Goalkeeper,Retired,,-,01/14/2011
1436,1436,Paris Saint-Germain,Mohamed Benhamou,12/17/1979,Goalkeeper,Retired,,free transfer,07/01/2018
1437,1437,Paris Saint-Germain,Jérôme Alonzo,11/20/1972,Goalkeeper,Retired,07/01/2010,free transfer,07/01/2008
1438,1438,Paris Saint-Germain,Lionel Létizi,05/28/1973,Goalkeeper,Retired,07/01/2011,free transfer,01/01/2007
1439,1439,Olympique Marseille,Djime Ngom,01/24/1988,Centre-Forward,Retired,,End of loan,06/30/2010
1440,1440,Olympique Marseille,Christian Giménez,11/13/1974,Centre-Forward,Retired,07/01/2009,free transfer,02/13/2009
1441,1441,Olympique Marseille,Andrés Mendoza,04/28/1978,Centre-Forward,Retired,01/01/2015,free transfer,01/08/2014
1442,1442,Olympique Marseille,Koke,04/27/1983,Centre-Forward,Retired,09/04/2017,-,08/04/2016
1443,1443,Olympique Marseille,Toifilou Maoulida,06/08/1979,Centre-Forward,Retired,,-,10/05/2016
1444,1444,Olympique Marseille,Mamadou Niang,10/13/1979,Centre-Forward,Retired,09/01/2018,-,07/01/2018
1445,1445,Olympique Marseille,Rahmane Barry,08/30/1986,Second Striker,Montagnarde,07/01/2012,free transfer,07/01/2011
1446,1446,Olympique Marseille,Franck Ribéry,04/07/1983,Left Winger,Retired,10/21/2022,-,09/06/2021
1447,1447,Olympique Marseille,Mohamed Dennoun,05/09/1986,Attacking Midfield,Retired,,-,07/01/2013
1448,1448,Olympique Marseille,Samir Nasri,06/26/1987,Attacking Midfield,Retired,,-,07/01/2020
1449,1449,Olympique Marseille,Wilson Oruma,12/30/1976,Attacking Midfield,Retired,,free transfer,07/27/2009
1450,1450,Olympique Marseille,Salomon Olembé,12/08/1980,Left Midfield,Retired,07/01/2010,free transfer,01/01/2010
1451,1451,Olympique Marseille,Anthony Flachi,02/06/1986,Central Midfield,Unknown,07/01/2012,free transfer,07/01/2010
1452,1452,Olympique Marseille,Ahmed Yahiaoui,01/12/1987,Central Midfield,Retired,,free transfer,08/30/2014
1453,1453,Olympique Marseille,Thomas Deruda,07/13/1986,Central Midfield,Retired,,free transfer,07/18/2018
1454,1454,Olympique Marseille,Sabri Lamouchi,11/09/1971,Central Midfield,Retired,07/01/2009,free transfer,01/31/2009
1455,1455,Olympique Marseille,Moustapha Papa Diop,05/01/1987,Defensive Midfield,Retired,,free transfer,07/01/2010
1456,1456,Olympique Marseille,Vincent Gastine,06/05/1982,Defensive Midfield,Retired,,free transfer,01/01/2008
1457,1457,Olympique Marseille,Delfim,02/05/1977,Defensive Midfield,Retired,,free transfer,07/01/2008
1458,1458,Olympique Marseille,Sylvain N'Diaye,06/25/1976,Defensive Midfield,Retired,07/01/2011,free transfer,07/01/2010
1459,1459,Olympique Marseille,Koji Nakata,07/09/1979,Defensive Midfield,Retired,01/01/2015,free transfer,07/01/2008
1460,1460,Olympique Marseille,Garry Bocaly,04/19/1988,Right-Back,L'Aiglon,07/01/2018,-,07/01/2015
1461,1461,Olympique Marseille,Demetrius Ferreira,01/19/1974,Right-Back,Retired,,free transfer,07/01/2007
1462,1462,Olympique Marseille,Habib Bèye,10/19/1977,Right-Back,Retired,,free transfer,01/01/2012
1463,1463,Olympique Marseille,Mame N'Diaye,12/30/1986,Left-Back,Retired,,free transfer,07/01/2016
1464,1464,Olympique Marseille,Marek Amiri,02/24/1987,Left-Back,Endoume,07/01/2020,-,07/01/2018
1465,1465,Olympique Marseille,Alain Cantareil,08/15/1983,Left-Back,Retired,,free transfer,07/01/2015
1466,1466,Olympique Marseille,Fabrice Begeorgi,04/20/1987,Left-Back,Without Club,07/01/2022,free transfer,07/01/2021
1467,1467,Olympique Marseille,Jérôme Bonnissel,04/16/1973,Left-Back,Retired,,-,01/06/2006
1468,1468,Olympique Marseille,Taye Taiwo,04/16/1985,Left-Back,Without Club,06/01/2022,free transfer,01/01/2022
1469,1469,Olympique Marseille,Alexis Pradie,01/21/1987,Centre-Back,GPS Portland,02/01/2011,free transfer,01/01/2011
1470,1470,Olympique Marseille,Medhi Benatia,04/17/1987,Centre-Back,Retired,11/18/2021,free transfer,08/03/2021
1471,1471,Olympique Marseille,André Luis,07/31/1979,Centre-Back,Retired,,-,01/14/2016
1472,1472,Olympique Marseille,Bostjan Cesar,07/09/1982,Centre-Back,Retired,07/01/2020,free transfer,07/01/2010
1473,1473,Olympique Marseille,Frédéric Déhu,10/24/1972,Centre-Back,Retired,07/01/2007,free transfer,07/05/2006
1474,1474,Olympique Marseille,Renato Civelli,10/14/1983,Centre-Back,Retired,,free transfer,08/04/2020
1475,1475,Olympique Marseille,Abdoulaye Méïté,10/06/1980,Centre-Back,Retired,07/01/2018,-,11/14/2017
1476,1476,Olympique Marseille,Raïs M'Bolhi,04/25/1986,Goalkeeper,Al-Qadsiah FC,09/08/2022,-,07/01/2022
1477,1477,Olympique Marseille,Yannick Quesnel,10/24/1973,Goalkeeper,Retired,,free transfer,07/01/2010
1478,1478,Olympique Marseille,Jérémy Gavanon,09/20/1983,Goalkeeper,Retired,07/01/2014,free transfer,07/01/2009
1479,1479,Olympique Marseille,Cédric Carrasso,12/30/1981,Goalkeeper,Retired,07/01/2018,free transfer,09/08/2017
1480,1480,Olympique Marseille,Fabien Barthez,06/28/1971,Goalkeeper,Retired,04/29/2007,-,12/17/2006
1481,1481,AS Monaco,Frédéric Nimani,10/08/1988,Centre-Forward,Without Club,,free transfer,01/27/2022
1482,1482,AS Monaco,Alexandre Licata,01/02/1984,Centre-Forward,Retired,,free transfer,07/01/2009
1483,1483,AS Monaco,David Gigliotti,05/30/1985,Centre-Forward,Istres FC,12/05/2021,free transfer,07/01/2021
1484,1484,AS Monaco,Javier Chevantón,08/12/1980,Centre-Forward,Retired,07/01/2014,free transfer,01/01/2014
1485,1485,AS Monaco,Christian Vieri,07/12/1973,Centre-Forward,Retired,04/01/2009,free transfer,07/01/2008
1486,1486,AS Monaco,Marco Di Vaio,07/15/1976,Centre-Forward,Retired,,free transfer,06/27/2012
1487,1487,AS Monaco,Emmanuel Adebayor,02/26/1984,Centre-Forward,AC Semassi FC,07/01/2021,-,07/01/2020
1488,1488,AS Monaco,Serge Gakpé,05/07/1987,Right Winger,Karmiotissa,09/02/2021,free transfer,07/01/2019
1489,1489,AS Monaco,Olivier Kapo,09/27/1980,Attacking Midfield,Retired,07/01/2015,free transfer,08/15/2014
1490,1490,AS Monaco,Camel Meriem,10/18/1979,Attacking Midfield,Retired,07/01/2015,free transfer,09/01/2013
1491,1491,AS Monaco,Nicolas Maurice-Belay,04/19/1985,Left Midfield,Retired,10/30/2019,-,01/31/2019
1492,1492,AS Monaco,Jaroslav Plasil,01/05/1982,Central Midfield,Retired,07/04/2019,End of loan,06/30/2014
1493,1493,AS Monaco,Gerard López,03/12/1979,Central Midfield,Retired,07/01/2011,-,02/01/2009
1494,1494,AS Monaco,Lucas Bernardi,09/27/1977,Central Midfield,Retired,,free transfer,01/01/2009
1495,1495,AS Monaco,Malaury Martin,08/25/1988,Defensive Midfield,Without Club,,free transfer,08/25/2021
1496,1496,AS Monaco,Marko Muslin,06/17/1985,Defensive Midfield,Retired,07/01/2021,free transfer,07/01/2019
1497,1497,AS Monaco,Diego Pérez,05/18/1980,Defensive Midfield,Retired,07/01/2015,€2.00m,08/31/2010
1498,1498,AS Monaco,Akis Zikos,06/01/1974,Defensive Midfield,Retired,07/01/2008,free transfer,07/01/2006
1499,1499,AS Monaco,Éric Cubilier,08/09/1979,Right-Back,Retired,07/01/2011,-,07/01/2010
1500,1500,AS Monaco,Maicon,07/26/1981,Right-Back,Retired,07/16/2021,-,07/16/2021
1501,1501,AS Monaco,Manuel dos Santos,03/28/1974,Left-Back,Retired,,free transfer,07/01/2007
1502,1502,AS Monaco,Olivier Veigneau,07/16/1985,Left-Back,Retired,,free transfer,07/28/2020
1503,1503,AS Monaco,Patrice Evra,05/15/1981,Left-Back,Retired,07/29/2019,-,05/31/2018
1504,1504,AS Monaco,Massamba Sambou,09/17/1986,Centre-Back,Without Club,,?,02/01/2021
1505,1505,AS Monaco,Arnaud Lescure,02/13/1986,Centre-Back,Retired,,-,10/01/2009
1506,1506,AS Monaco,François Modesto,08/19/1978,Centre-Back,Retired,07/01/2016,free transfer,07/01/2013
1507,1507,AS Monaco,Julien Rodriguez,06/11/1978,Centre-Back,Retired,12/01/2011,free transfer,01/01/2007
1508,1508,AS Monaco,Gaël Givet,10/09/1981,Centre-Back,Retired,07/01/2016,free transfer,09/04/2015
1509,1509,AS Monaco,Sébastien Squillaci,08/11/1980,Centre-Back,Retired,08/19/2017,free transfer,07/16/2013
1510,1510,AS Monaco,André Biancarelli,03/11/1970,Goalkeeper,Retired,,?,07/01/2000
1511,1511,AS Monaco,Guillaume Warmuz,05/22/1970,Goalkeeper,Retired,07/01/2007,free transfer,07/01/2005
1512,1512,AS Monaco,Flavio Roma,06/21/1974,Goalkeeper,Retired,07/01/2014,free transfer,08/02/2012
1513,1513,Olympique Lyon,Karim Benzema,12/19/1987,Centre-Forward,Real Madrid,07/09/2009,-,07/01/2005
1514,1514,Olympique Lyon,Nilmar,07/14/1984,Centre-Forward,Retired,12/13/2017,free transfer,07/10/2017
1515,1515,Olympique Lyon,John Carew,09/05/1979,Centre-Forward,Retired,,free transfer,08/06/2011
1516,1516,Olympique Lyon,Fred,10/03/1983,Centre-Forward,Retired,07/09/2022,?,06/05/2020
1517,1517,Olympique Lyon,Sylvain Wiltord,05/10/1974,Second Striker,Retired,,-,07/18/2011
1518,1518,Olympique Lyon,Sidney Govou,07/27/1979,Right Winger,Retired,07/01/2017,free transfer,08/03/2015
1519,1519,Olympique Lyon,Florent Malouda,06/13/1980,Left Winger,Retired,07/01/2018,-,01/25/2018
1520,1520,Olympique Lyon,Hatem Ben Arfa,03/07/1987,Attacking Midfield,Without Club,,-,01/19/2022
1521,1521,Olympique Lyon,Juninho Pernambucano,01/30/1975,Attacking Midfield,Retired,01/29/2014,free transfer,07/11/2013
1522,1522,Olympique Lyon,Tiago Mendes,05/02/1981,Central Midfield,Retired,07/14/2017,free transfer,07/20/2011
1523,1523,Olympique Lyon,Romain Beynié,05/06/1987,Defensive Midfield,Retired,,free transfer,07/01/2017
1524,1524,Olympique Lyon,Jérémy Clément,08/26/1984,Defensive Midfield,Retired,,free transfer,07/01/2019
1525,1525,Olympique Lyon,Benoît Pedretti,11/12/1980,Defensive Midfield,Retired,,free transfer,08/01/2015
1526,1526,Olympique Lyon,Mahamadou Diarra,05/18/1981,Defensive Midfield,Retired,07/01/2014,-,03/26/2014
1527,1527,Olympique Lyon,François Clerc,04/18/1983,Right-Back,Retired,,free transfer,07/01/2016
1528,1528,Olympique Lyon,Anthony Réveillère,11/10/1979,Right-Back,Retired,11/09/2015,-,07/01/2015
1529,1529,Olympique Lyon,Jérémy Berthod,04/24/1984,Left-Back,Retired,03/20/2015,-,02/04/2013
1530,1530,Olympique Lyon,Éric Abidal,09/11/1979,Left-Back,Retired,01/01/2015,free transfer,07/05/2014
1531,1531,Olympique Lyon,Lamine Diatta,07/02/1975,Centre-Back,Retired,07/01/2012,-,12/01/2011
1532,1532,Olympique Lyon,Sylvain Monsoreau,03/20/1981,Centre-Back,Retired,07/01/2017,free transfer,07/14/2016
1533,1533,Olympique Lyon,Patrick Müller,12/17/1976,Centre-Back,Retired,07/01/2010,free transfer,08/31/2008
1534,1534,Olympique Lyon,Caçapa,05/29/1976,Centre-Back,Retired,01/01/2012,free transfer,07/01/2011
1535,1535,Olympique Lyon,Cris,06/03/1977,Centre-Back,Retired,01/01/2014,free transfer,08/01/2013
1536,1536,Olympique Lyon,Joan Hartock,02/17/1987,Goalkeeper,Fougères,07/01/2022,-,08/27/2021
1537,1537,Olympique Lyon,Rémy Riou,08/06/1987,Goalkeeper,Olympique Lyon,07/01/2022,?,08/07/2019
1538,1538,Olympique Lyon,Rémy Vercoutre,06/26/1980,Goalkeeper,Retired,07/01/2018,free transfer,07/01/2014
1539,1539,Olympique Lyon,Grégory Coupet,12/31/1972,Goalkeeper,Retired,07/01/2011,€800Th.,07/01/2009
1540,1540,MSV Duisburg,Josef Ivanovic,12/05/1973,Centre-Forward,Retired,,-,01/01/2011
1541,1541,MSV Duisburg,Peter Van Houdt,11/04/1976,Centre-Forward,Retired,Hasselt,free transfer,08/01/2009
1542,1542,MSV Duisburg,Markus Kurth,,Centre-Forward,Retired,Neuss,free transfer,07/01/2010
1543,1543,MSV Duisburg,Abdelaziz Ahanfouf,01/14/1978,Centre-Forward,Retired,01/01/2016,free transfer,07/01/2015
1544,1544,MSV Duisburg,Klemen Lavric,06/12/1981,Centre-Forward,Retired,07/01/2014,-,10/15/2013
1545,1545,MSV Duisburg,Jung-hwan Ahn,01/27/1976,Second Striker,Retired,,free transfer,03/01/2009
1546,1546,MSV Duisburg,Kai Michalke,04/05/1976,Left Winger,Retired,08/01/2009,-,07/01/2009
1547,1547,MSV Duisburg,Niklas Stegmann,07/02/1987,Attacking Midfield,Retired,07/01/2012,free transfer,07/01/2011
1548,1548,MSV Duisburg,Dirk Lottner,03/04/1972,Attacking Midfield,Retired,07/01/2007,free transfer,07/01/2006
1549,1549,MSV Duisburg,Nasir El Kasmi,10/02/1982,Right Midfield,Retired,-,free transfer,07/01/2006
1550,1550,MSV Duisburg,Mike Rietpietsch,03/26/1974,Right Midfield,Retired,07/01/2012,-,04/01/2011
1551,1551,MSV Duisburg,Markus Anfang,06/12/1974,Central Midfield,Retired,07/01/2010,free transfer,01/10/2009
1552,1552,MSV Duisburg,Markus Hausweiler,04/15/1976,Defensive Midfield,Retired,07/01/2007,free transfer,07/01/2005
1553,1553,MSV Duisburg,Adam Bodzek,09/07/1985,Defensive Midfield,Düsseldorf II,07/01/2022,€250Th.,01/01/2011
1554,1554,MSV Duisburg,Andreas Voss,02/27/1979,Defensive Midfield,Retired,07/01/2014,-,01/01/2012
1555,1555,MSV Duisburg,Ivica Grlic,08/06/1975,Defensive Midfield,Retired,10/01/2011,free transfer,07/01/2004
1556,1556,MSV Duisburg,Razundara Tjikuzu,12/12/1979,Defensive Midfield,SK W'hoek,10/01/2015,-,01/01/2015
1557,1557,MSV Duisburg,Mihai Tararache,10/25/1977,Defensive Midfield,Retired,11/01/2011,-,07/01/2011
1558,1558,MSV Duisburg,Carsten Wolters,07/25/1969,Right-Back,Retired,07/01/2015,-,07/01/2009
1559,1559,MSV Duisburg,Tobias Willi,12/14/1979,Right-Back,Retired,03/31/2010,free transfer,07/01/2005
1560,1560,MSV Duisburg,Alexander Meyer,10/19/1983,Left-Back,Retired,Jülich,€150Th.,07/01/2007
1561,1561,MSV Duisburg,Alexander Bugera,08/08/1978,Left-Back,Retired,07/01/2015,-,07/01/2013
1562,1562,MSV Duisburg,Oliver Rademacher,01/06/1987,Centre-Back,SV Heißen III,07/01/2019,free transfer,07/01/2016
1563,1563,MSV Duisburg,Necat Aygün,02/26/1980,Centre-Back,Retired,07/01/2014,-,07/01/2013
1564,1564,MSV Duisburg,Marco Caligiuri,04/14/1984,Centre-Back,Retired,07/01/2020,free transfer,08/22/2014
1565,1565,MSV Duisburg,Marino Biliskov,03/17/1976,Centre-Back,Retired,07/01/2013,€200Th.,01/19/2011
1566,1566,MSV Duisburg,Uwe Möhrle,12/03/1979,Centre-Back,Retired,Überlingen,€200Th.,01/01/2012
1567,1567,MSV Duisburg,Thomas Baelum,06/05/1978,Centre-Back,Retired,,free transfer,07/01/2011
1568,1568,MSV Duisburg,André Poggenborg,09/17/1983,Goalkeeper,Retired,07/01/2019,free transfer,07/01/2012
1569,1569,MSV Duisburg,Sven Beuckert,12/12/1973,Goalkeeper,Retired,07/01/2009,free transfer,07/01/2003
1570,1570,MSV Duisburg,Georg Koch,02/03/1972,Goalkeeper,Retired,BergischGladbach,-,09/01/2009
1571,1571,Arminia Bielefeld,Radomir Djalovic,10/29/1982,,Retired,,free transfer,02/14/2020
1572,1572,Arminia Bielefeld,Artur Wichniarek,02/28/1977,Centre-Forward,Retired,07/01/2011,free transfer,01/01/2011
1573,1573,Arminia Bielefeld,Marco Küntzel,01/22/1976,Centre-Forward,Retired,Grabow,free transfer,07/01/2014
1574,1574,Arminia Bielefeld,Sibusiso Zuma,06/23/1975,Centre-Forward,Retired,02/18/2015,-,07/01/2014
1575,1575,Arminia Bielefeld,Isaac Boakye,11/26/1981,Centre-Forward,Retired,Kumasi,free transfer,09/12/2013
1576,1576,Arminia Bielefeld,Julian Loose,05/17/1985,Right Winger,SC Greven 09,01/15/2017,free transfer,07/01/2014
1577,1577,Arminia Bielefeld,Christian Wieczorek,12/09/1985,Attacking Midfield,Retired,Bielefeld,€25Th.,07/01/2006
1578,1578,Arminia Bielefeld,Diego León,01/16/1984,Attacking Midfield,Retired,07/01/2017,free transfer,08/01/2016
1579,1579,Arminia Bielefeld,Fatmir Vata,09/19/1971,Attacking Midfield,Retired,07/01/2014,-,10/26/2013
1580,1580,Arminia Bielefeld,Nebojsa Krupnikovic,08/15/1973,Attacking Midfield,Retired,07/01/2008,-,01/01/2007
1581,1581,Arminia Bielefeld,Ioannis Masmanidis,03/09/1983,Attacking Midfield,Retired,Leverkusen,free transfer,01/01/2016
1582,1582,Arminia Bielefeld,Roberto Pinto,08/22/1978,Right Midfield,Retired,07/01/2014,-,01/26/2013
1583,1583,Arminia Bielefeld,Kamil Vacek,05/18/1987,Central Midfield,Pardubice,01/26/2022,free transfer,07/01/2019
1584,1584,Arminia Bielefeld,Tim Danneberg,04/23/1986,Central Midfield,Retired,Minden,free transfer,07/01/2017
1585,1585,Arminia Bielefeld,Massimilian Porcello,06/23/1980,Central Midfield,Retired,07/01/2013,free transfer,07/01/2011
1586,1586,Arminia Bielefeld,David Kobylik,06/27/1981,Central Midfield,Retired,07/01/2015,?,01/01/2015
1587,1587,Arminia Bielefeld,Detlev Dammeier,,Defensive Midfield,Retired,07/01/2006,€230Th.,07/01/2000
1588,1588,Arminia Bielefeld,Oliver Zech,01/31/1987,Defensive Midfield,SC Wiedenbrück,08/24/2012,free transfer,01/01/2012
1589,1589,Arminia Bielefeld,Heiner Backhaus,02/04/1982,Defensive Midfield,Retired,Witten,-,07/01/2013
1590,1590,Arminia Bielefeld,Vanco Trajanov,08/09/1978,Defensive Midfield,Atletik Kuklen,02/01/2022,-,06/30/2018
1591,1591,Arminia Bielefeld,Rüdiger Kauf,03/01/1975,Defensive Midfield,Retired,07/01/2011,€300Th.,07/01/2001
1592,1592,Arminia Bielefeld,Christian Schwegler,06/06/1984,Right-Back,Retired,07/01/2021,free transfer,07/01/2017
1593,1593,Arminia Bielefeld,Bernd Korzynietz,09/08/1979,Right-Back,Retired,07/01/2010,free transfer,01/01/2009
1594,1594,Arminia Bielefeld,Tobias Rau,12/31/1981,Left-Back,Retired,Braunschweig,-,07/01/2016
1595,1595,Arminia Bielefeld,Markus Schuler,08/01/1977,Left-Back,Retired,06/30/2018,-,09/10/2017
1596,1596,Arminia Bielefeld,Radim Kucera,03/01/1974,Centre-Back,Retired,07/01/2012,free transfer,07/01/2010
1597,1597,Arminia Bielefeld,Petr Gabriel,05/17/1973,Centre-Back,Retired,Prag,free transfer,07/01/2008
1598,1598,Arminia Bielefeld,Márcio Borges,01/20/1973,Centre-Back,Retired,09/01/2007,€100Th.,07/01/1999
1599,1599,Arminia Bielefeld,Michael Fink,02/01/1982,Centre-Back,FC Gießen,01/01/2021,free transfer,07/01/2019
1600,1600,Arminia Bielefeld,Heiko Westermann,08/14/1983,Centre-Back,Retired,04/28/2018,free transfer,07/03/2017
1601,1601,Arminia Bielefeld,Pascal Formann,11/16/1982,Goalkeeper,Retired,Werne,free transfer,07/01/2009
1602,1602,Arminia Bielefeld,Dennis Eilhoff,07/31/1982,Goalkeeper,Retired,07/01/2012,free transfer,07/01/2011
1603,1603,Arminia Bielefeld,Mathias Hain,12/31/1972,Goalkeeper,Retired,07/01/2011,free transfer,07/01/2008
1604,1604,1.FC Kaiserslautern,Marcel Ziemer,,Centre-Forward,Retired,,-,07/01/2018
1605,1605,1.FC Kaiserslautern,Carsten Jancker,08/28/1974,Centre-Forward,Retired,07/01/2010,free transfer,01/01/2007
1606,1606,1.FC Kaiserslautern,Berkant Göktan,12/12/1980,Centre-Forward,Retired,München,-,07/01/2013
